year,month,close
2000,1,281.5
2000,2,283.0
2000,3,292.9
2000,4,277.5
2000,5,275.45
2000,6,272.5
2000,7,287.65
2000,8,277.6
2000,9,277.0
2000,10,273.1
2000,11,265.5
2000,12,269.2
