year,month,close
2003,1,343.8
2003,2,369.5
2003,3,345.5
2003,4,334.35
2003,5,341.2
2003,6,364.75
2003,7,350.2
2003,8,352.35
2003,9,376.25
2003,10,383.5
2003,11,383.25
2003,12,400.25
