year,month,close
2001,1,271.1
2001,2,267.65
2001,3,266.35
2001,4,255.95
2001,5,264.0
2001,6,265.4
2001,7,268.35
2001,8,267.35
2001,9,273.35
2001,10,290.6
2001,11,280.6
2001,12,276.35
