year,month,close
2016,1,1082.25
2016,2,1126.5
2016,3,1236.5
2016,4,1213.6
2016,5,1294.0
2016,6,1214.5
2016,7,1340.0
2016,8,1349.65
2016,9,1309.5
2016,10,1313.3
2016,11,1288.45
2016,12,1161.85
