Date,Gold Price Fix AM in US dollars per troy ounce,Gold Price Fix PM in US dollars per troy ounce
"April 14, 2016","$1,240.30 oz","$1,233.85 oz"
"April 15, 2016","$1,229.75 oz","$1,227.10 oz"
"April 18, 2016","$1,237.70 oz","$1,234.30 oz"
"April 19, 2016","$1,241.70 oz","$1,255.40 oz"
"April 20, 2016","$1,247.75 oz","$1,252.00 oz"
"April 21, 2016","$1,257.65 oz","$1,249.25 oz"
"April 22, 2016","$1,245.40 oz","$1,243.25 oz"
"April 25, 2016","$1,230.85 oz","$1,238.90 oz"
"April 26, 2016","$1,234.50 oz","$1,241.70 oz"
"April 27, 2016","$1,244.75 oz","$1,247.40 oz"
"April 28, 2016","$1,256.60 oz","$1,256.00 oz"
"April 29, 2016","$1,274.50 oz","$1,285.65 oz"
"May 3, 2016","$1,296.50 oz","$1,294.00 oz"
"May 4, 2016","$1,280.30 oz","$1,283.00 oz"
"May 5, 2016","$1,275.75 oz","$1,280.25 oz"
"May 6, 2016","$1,280.25 oz","$1,289.00 oz"
"May 9, 2016","$1,277.75 oz","$1,265.25 oz"
"May 10, 2016","$1,264.85 oz","$1,262.80 oz"
"May 11, 2016","$1,271.80 oz","$1,276.85 oz"
"May 12, 2016","$1,268.30 oz","$1,279.25 oz"
"May 13, 2016","$1,275.15 oz","$1,265.90 oz"
"May 16, 2016","$1,281.00 oz","$1,285.75 oz"
"May 17, 2016","$1,270.10 oz","$1,277.00 oz"
"May 18, 2016","$1,270.90 oz","$1,272.90 oz"
"May 19, 2016","$1,253.75 oz","$1,246.25 oz"
"May 20, 2016","$1,256.50 oz","$1,254.20 oz"
"May 23, 2016","$1,250.40 oz","$1,245.90 oz"
"May 24, 2016","$1,242.65 oz","$1,236.85 oz"
"May 25, 2016","$1,220.75 oz","$1,220.60 oz"
"May 26, 2016","$1,226.65 oz","$1,223.85 oz"
"May 27, 2016","$1,221.25 oz","$1,216.25 oz"
"May 31, 2016","$1,210.50 oz","$1,212.10 oz"
"June 1, 2016","$1,216.25 oz","$1,214.50 oz"
"June 2, 2016","$1,215.50 oz","$1,212.40 oz"
"June 3, 2016","$1,211.00 oz","$1,240.50 oz"
"June 6, 2016","$1,240.55 oz","$1,244.00 oz"
"June 7, 2016","$1,241.10 oz","$1,241.00 oz"
"June 8, 2016","$1,252.40 oz","$1,263.00 oz"
"June 9, 2016","$1,258.35 oz","$1,263.90 oz"
"June 10, 2016","$1,266.60 oz","$1,275.50 oz"
"June 13, 2016","$1,284.10 oz","$1,280.80 oz"
"June 14, 2016","$1,279.40 oz","$1,287.15 oz"
"June 15, 2016","$1,282.00 oz","$1,283.30 oz"
"June 16, 2016","$1,307.00 oz","$1,310.75 oz"
"June 17, 2016","$1,284.50 oz","$1,290.70 oz"
"June 20, 2016","$1,283.25 oz","$1,281.80 oz"
"June 21, 2016","$1,280.80 oz","$1,272.60 oz"
"June 22, 2016","$1,265.00 oz","$1,264.85 oz"
"June 23, 2016","$1,265.75 oz","$1,262.15 oz"
"June 24, 2016","$1,313.85 oz","$1,315.50 oz"
"June 27, 2016","$1,324.60 oz","$1,324.55 oz"
"June 28, 2016","$1,312.00 oz","$1,309.70 oz"
"June 29, 2016","$1,317.75 oz","$1,321.50 oz"
"June 30, 2016","$1,317.00 oz","$1,320.75 oz"
"July 1, 2016","$1,331.75 oz","$1,340.00 oz"
"July 4, 2016","$1,348.75 oz","$1,350.75 oz"
"July 5, 2016","$1,344.75 oz","$1,350.75 oz"
"July 6, 2016","$1,370.00 oz","$1,366.25 oz"
"July 7, 2016","$1,367.10 oz","$1,356.70 oz"
"July 8, 2016","$1,356.10 oz","$1,354.25 oz"
"July 11, 2016","$1,358.25 oz","$1,357.10 oz"
"July 12, 2016","$1,352.85 oz","$1,342.40 oz"
"July 13, 2016","$1,340.25 oz","$1,342.75 oz"
"July 14, 2016","$1,325.70 oz","$1,323.60 oz"
"July 15, 2016","$1,330.50 oz","$1,327.00 oz"
"July 18, 2016","$1,326.15 oz","$1,334.70 oz"
"July 19, 2016","$1,332.20 oz","$1,330.90 oz"
"July 20, 2016","$1,325.60 oz","$1,315.90 oz"
"July 21, 2016","$1,322.00 oz","$1,321.15 oz"
"July 22, 2016","$1,323.20 oz","$1,320.75 oz"
"July 25, 2016","$1,315.00 oz","$1,313.15 oz"
"July 26, 2016","$1,321.25 oz","$1,323.00 oz"
"July 27, 2016","$1,320.80 oz","$1,329.00 oz"
"July 28, 2016","$1,341.30 oz","$1,341.75 oz"
"July 29, 2016","$1,332.50 oz","$1,342.00 oz"
"August 1, 2016","$1,348.85 oz","$1,349.65 oz"
"August 2, 2016","$1,358.15 oz","$1,363.75 oz"
"August 3, 2016","$1,364.40 oz","$1,358.90 oz"
"August 4, 2016","$1,351.15 oz","$1,362.75 oz"
"August 5, 2016","$1,362.60 oz","$1,340.40 oz"
"August 8, 2016","$1,330.00 oz","$1,336.80 oz"
"August 9, 2016","$1,332.90 oz","$1,341.00 oz"
"August 10, 2016","$1,351.85 oz","$1,347.70 oz"
"August 11, 2016","$1,344.55 oz","$1,355.00 oz"
"August 12, 2016","$1,336.70 oz","$1,352.20 oz"
"August 15, 2016","$1,339.20 oz","$1,339.40 oz"
"August 16, 2016","$1,349.10 oz","$1,344.00 oz"
"August 17, 2016","$1,342.75 oz","$1,343.35 oz"
"August 18, 2016","$1,347.10 oz","$1,350.05 oz"
"August 19, 2016","$1,346.85 oz","$1,346.40 oz"
"August 22, 2016","$1,334.30 oz","$1,335.90 oz"
"August 23, 2016","$1,338.50 oz","$1,342.00 oz"
"August 24, 2016","$1,337.30 oz","$1,327.25 oz"
"August 25, 2016","$1,324.50 oz","$1,321.30 oz"
"August 26, 2016","$1,324.90 oz","$1,318.75 oz"
"August 30, 2016","$1,318.85 oz","$1,318.15 oz"
"August 31, 2016","$1,314.45 oz","$1,309.25 oz"
"September 1, 2016","$1,305.70 oz","$1,309.50 oz"
"September 2, 2016","$1,311.50 oz","$1,324.70 oz"
"September 5, 2016","$1,328.30 oz","$1,326.35 oz"
"September 6, 2016","$1,330.05 oz","$1,337.25 oz"
"September 7, 2016","$1,348.75 oz","$1,348.35 oz"
"September 8, 2016","$1,348.00 oz","$1,343.40 oz"
"September 9, 2016","$1,335.65 oz","$1,330.85 oz"
"September 12, 2016","$1,327.50 oz","$1,324.60 oz"
"September 13, 2016","$1,328.50 oz","$1,323.65 oz"
"September 14, 2016","$1,323.20 oz","$1,321.75 oz"
"September 15, 2016","$1,320.10 oz","$1,310.80 oz"
"September 16, 2016","$1,314.25 oz","$1,308.35 oz"
"September 19, 2016","$1,315.05 oz","$1,314.85 oz"
"September 20, 2016","$1,315.40 oz","$1,313.80 oz"
"September 21, 2016","$1,319.60 oz","$1,326.10 oz"
"September 22, 2016","$1,332.45 oz","$1,339.10 oz"
"September 23, 2016","$1,335.90 oz","$1,338.65 oz"
"September 26, 2016","$1,336.30 oz","$1,340.50 oz"
"September 27, 2016","$1,335.85 oz","$1,327.00 oz"
"September 28, 2016","$1,324.80 oz","$1,322.50 oz"
"September 29, 2016","$1,320.85 oz","$1,318.10 oz"
"September 30, 2016","$1,327.90 oz","$1,322.50 oz"
"October 3, 2016","$1,318.65 oz","$1,313.30 oz"
"October 4, 2016","$1,309.15 oz","$1,283.30 oz"
"October 5, 2016","$1,274.00 oz","$1,269.40 oz"
"October 6, 2016","$1,265.50 oz","$1,254.50 oz"
"October 7, 2016","$1,255.00 oz","$1,258.75 oz"
"October 10, 2016","$1,262.10 oz","$1,259.50 oz"
"October 11, 2016","$1,256.40 oz","$1,253.45 oz"
"October 12, 2016","$1,255.70 oz","$1,256.50 oz"
"October 13, 2016","$1,258.00 oz","$1,261.05 oz"
"October 14, 2016","$1,256.15 oz","$1,251.75 oz"
"October 17, 2016","$1,252.70 oz","$1,254.80 oz"
"October 18, 2016","$1,261.65 oz","$1,258.20 oz"
"October 19, 2016","$1,269.75 oz","$1,269.05 oz"
"October 20, 2016","$1,269.20 oz","$1,271.65 oz"
"October 21, 2016","$1,263.95 oz","$1,266.05 oz"
"October 24, 2016","$1,267.00 oz","$1,265.55 oz"
"October 25, 2016","$1,269.30 oz","$1,269.40 oz"
"October 26, 2016","$1,273.90 oz","$1,270.50 oz"
"October 27, 2016","$1,269.30 oz","$1,266.25 oz"
"October 28, 2016","$1,265.90 oz","$1,273.00 oz"
"October 31, 2016","$1,274.20 oz","$1,272.00 oz"
"November 1, 2016","$1,284.40 oz","$1,288.45 oz"
"November 2, 2016","$1,295.85 oz","$1,303.75 oz"
"November 3, 2016","$1,293.00 oz","$1,301.00 oz"
"November 4, 2016","$1,301.70 oz","$1,302.80 oz"
"November 7, 2016","$1,286.80 oz","$1,283.05 oz"
"November 8, 2016","$1,284.00 oz","$1,282.35 oz"
"November 9, 2016","$1,304.55 oz","$1,281.40 oz"
"November 10, 2016","$1,280.90 oz","$1,267.50 oz"
"November 11, 2016","$1,255.65 oz","$1,236.45 oz"
"November 14, 2016","$1,222.60 oz","$1,213.60 oz"
"November 15, 2016","$1,228.90 oz","$1,226.95 oz"
"November 16, 2016","$1,225.70 oz","$1,229.20 oz"
"November 17, 2016","$1,232.00 oz","$1,226.75 oz"
"November 18, 2016","$1,206.10 oz","$1,211.00 oz"
"November 21, 2016","$1,214.95 oz","$1,214.25 oz"
"November 22, 2016","$1,217.55 oz","$1,212.25 oz"
"November 23, 2016","$1,213.25 oz","$1,185.35 oz"
"November 24, 2016","$1,187.25 oz","$1,186.10 oz"
"November 25, 2016","$1,187.50 oz","$1,187.70 oz"
"November 28, 2016","$1,189.10 oz","$1,187.00 oz"
"November 29, 2016","$1,187.30 oz","$1,186.55 oz"
"November 30, 2016","$1,187.40 oz","$1,178.10 oz"
"December 1, 2016","$1,168.75 oz","$1,161.85 oz"
"December 2, 2016","$1,171.65 oz","$1,173.50 oz"
"December 5, 2016","$1,164.90 oz","$1,162.20 oz"
"December 6, 2016","$1,171.15 oz","$1,172.50 oz"
"December 7, 2016","$1,171.25 oz","$1,177.65 oz"
"December 8, 2016","$1,174.75 oz","$1,171.05 oz"
"December 9, 2016","$1,168.90 oz","$1,163.60 oz"
"December 12, 2016","$1,154.40 oz","$1,156.10 oz"
"December 13, 2016","$1,157.35 oz","$1,158.55 oz"
"December 14, 2016","$1,160.95 oz","$1,162.25 oz"
"December 15, 2016","$1,132.45 oz","$1,126.95 oz"
"December 16, 2016","$1,134.85 oz","$1,131.60 oz"
"December 19, 2016","$1,137.60 oz","$1,136.25 oz"
"December 20, 2016","$1,132.75 oz","$1,125.70 oz"
"December 21, 2016","$1,134.40 oz","$1,133.65 oz"
"December 22, 2016","$1,130.55 oz","$1,131.35 oz"
"December 23, 2016","$1,131.00 oz",
"December 28, 2016","$1,139.75 oz","$1,134.60 oz"
"December 29, 2016","$1,146.80 oz","$1,145.90 oz"
"December 30, 2016","$1,159.10 oz",
