year,month,close
2008,1,846.75
2008,2,914.75
2008,3,988.5
2008,4,887.75
2008,5,853.0
2008,6,888.25
2008,7,937.5
2008,8,912.5
2008,9,822.25
2008,10,880.0
2008,11,729.5
2008,12,778.0
