year,month,close
2012,1,1598.0
2012,2,1740.0
2012,3,1714.0
2012,4,1677.5
2012,5,1664.0
2012,6,1606.0
2012,7,1592.0
2012,8,1599.0
2012,9,1691.5
2012,10,1787.0
2012,11,1716.25
2012,12,1720.0
