year,month,close
2002,1,278.35
2002,2,283.9
2002,3,295.4
2002,4,304.0
2002,5,308.35
2002,6,322.0
2002,7,312.1
2002,8,302.25
2002,9,312.0
2002,10,321.75
2002,11,319.85
2002,12,316.45
