year,month,close
2018,1,1312.05
2018,2,1341.35
2018,3,1307.75
2018,4,1333.45
2018,5,1307.1
2018,6,1294.6
2018,7,1247.8
2018,8,1219.0
2018,9,1200.05
2018,10,1189.35
2018,11,1231.15
2018,12,1230.3
