year,month,close
2004,1,415.25
2004,2,398.35
2004,3,400.0
2004,4,427.25
2004,5,391.25
2004,6,397.2
2004,7,394.8
2004,8,391.5
2004,9,407.65
2004,10,418.1
2004,11,428.85
2004,12,452.85
