year,month,close
2009,1,874.5
2009,2,918.25
2009,3,937.25
2009,4,924.5
2009,5,884.5
2009,6,981.75
2009,7,938.25
2009,8,959.75
2009,9,955.0
2009,10,1004.75
2009,11,1062.0
2009,12,1192.5
