year,month,close
1994,1,394.1
1994,2,381.65
1994,3,381.3
1994,4,384.75
1994,5,375.1
1994,6,386.3
1994,7,384.6
1994,8,383.85
1994,9,386.0
1994,10,393.15
1994,11,384.5
1994,12,380.1
