year,month,close
1997,1,366.55
1997,2,344.3
1997,3,362.15
1997,4,350.0
1997,5,339.25
1997,6,343.9
1997,7,333.7
1997,8,324.1
1997,9,324.5
1997,10,337.15
1997,11,313.8
1997,12,294.35
