Date,Gold Price Fix AM in US dollars per troy ounce,Gold Price Fix PM in US dollars per troy ounce
"March 3, 2000",$289.30 oz,$288.50 oz
"March 6, 2000",$289.25 oz,$288.80 oz
"March 7, 2000",$288.35 oz,$289.75 oz
"March 8, 2000",$292.75 oz,$291.20 oz
"March 9, 2000",$289.00 oz,$290.50 oz
"March 10, 2000",$292.10 oz,$290.25 oz
"March 13, 2000",$289.65 oz,$290.65 oz
"March 14, 2000",$290.30 oz,$288.75 oz
"March 15, 2000",$288.70 oz,$289.15 oz
"March 16, 2000",$288.40 oz,$287.35 oz
"March 17, 2000",$285.50 oz,$283.90 oz
"March 20, 2000",$284.85 oz,$285.75 oz
"March 21, 2000",$286.15 oz,$285.15 oz
"March 22, 2000",$289.40 oz,$287.80 oz
"March 23, 2000",$286.50 oz,$284.75 oz
"March 24, 2000",$284.90 oz,$284.85 oz
"March 27, 2000",$284.35 oz,$284.15 oz
"March 28, 2000",$280.30 oz,$280.65 oz
"March 29, 2000",$279.10 oz,$279.75 oz
"March 30, 2000",$276.70 oz,$275.75 oz
"March 31, 2000",$275.90 oz,$276.75 oz
"April 3, 2000",$278.80 oz,$277.50 oz
"April 4, 2000",$276.75 oz,$276.85 oz
"April 5, 2000",$283.10 oz,$281.30 oz
"April 6, 2000",$278.85 oz,$279.35 oz
"April 7, 2000",$279.95 oz,$280.15 oz
"April 10, 2000",$281.50 oz,$282.25 oz
"April 11, 2000",$281.20 oz,$282.50 oz
"April 12, 2000",$280.25 oz,$280.40 oz
"April 13, 2000",$281.40 oz,$281.40 oz
"April 14, 2000",$280.65 oz,$282.00 oz
"April 17, 2000",$283.50 oz,$281.75 oz
"April 18, 2000",$281.80 oz,$281.10 oz
"April 19, 2000",$281.40 oz,$281.35 oz
"April 20, 2000",$280.50 oz,$279.85 oz
"April 25, 2000",$280.00 oz,$279.50 oz
"April 26, 2000",$277.70 oz,$276.20 oz
"April 27, 2000",$276.10 oz,$276.00 oz
"April 28, 2000",$275.85 oz,$275.05 oz
"May 2, 2000",$275.00 oz,$275.45 oz
"May 3, 2000",$277.60 oz,$275.60 oz
"May 4, 2000",$277.30 oz,$280.00 oz
"May 5, 2000",$280.50 oz,$280.75 oz
"May 8, 2000",$277.25 oz,$277.90 oz
"May 9, 2000",$276.90 oz,$276.30 oz
"May 10, 2000",$277.80 oz,$277.60 oz
"May 11, 2000",$277.00 oz,$276.75 oz
"May 12, 2000",$276.20 oz,$276.65 oz
"May 15, 2000",$275.65 oz,$275.05 oz
"May 16, 2000",$275.70 oz,$276.00 oz
"May 17, 2000",$274.85 oz,$273.10 oz
"May 18, 2000",$272.50 oz,$272.80 oz
"May 19, 2000",$273.75 oz,$273.15 oz
"May 22, 2000",$274.00 oz,$274.00 oz
"May 23, 2000",$275.15 oz,$274.05 oz
"May 24, 2000",$273.90 oz,$273.70 oz
"May 25, 2000",$273.00 oz,$273.35 oz
"May 26, 2000",$270.45 oz,$271.30 oz
"May 30, 2000",$274.40 oz,$273.15 oz
"May 31, 2000",$272.25 oz,$272.25 oz
"June 1, 2000",$272.80 oz,$272.50 oz
"June 2, 2000",$272.95 oz,$281.60 oz
"June 5, 2000",$281.70 oz,$283.25 oz
"June 6, 2000",$284.80 oz,$288.40 oz
"June 7, 2000",$286.95 oz,$284.10 oz
"June 8, 2000",$285.10 oz,$285.75 oz
"June 9, 2000",$285.15 oz,$284.40 oz
"June 12, 2000",$284.10 oz,$284.60 oz
"June 13, 2000",$293.00 oz,$291.50 oz
"June 14, 2000",$286.05 oz,$287.15 oz
"June 15, 2000",$289.15 oz,$287.40 oz
"June 16, 2000",$290.30 oz,$290.10 oz
"June 19, 2000",$288.10 oz,$285.90 oz
"June 20, 2000",$286.40 oz,$286.20 oz
"June 21, 2000",$286.60 oz,$286.05 oz
"June 22, 2000",$286.10 oz,$287.65 oz
"June 23, 2000",$285.30 oz,$285.80 oz
"June 26, 2000",$283.00 oz,$284.05 oz
"June 27, 2000",$284.20 oz,$283.80 oz
"June 28, 2000",$286.35 oz,$288.00 oz
"June 29, 2000",$290.85 oz,$289.75 oz
"June 30, 2000",$289.15 oz,$288.15 oz
"July 3, 2000",$288.05 oz,$287.65 oz
"July 4, 2000",$287.80 oz,$286.50 oz
"July 5, 2000",$287.70 oz,$286.85 oz
"July 6, 2000",$285.40 oz,$284.90 oz
"July 7, 2000",$284.15 oz,$282.85 oz
"July 10, 2000",$284.25 oz,$284.10 oz
"July 11, 2000",$283.60 oz,$282.85 oz
"July 12, 2000",$282.85 oz,$279.95 oz
"July 13, 2000",$280.65 oz,$280.80 oz
"July 14, 2000",$280.65 oz,$280.25 oz
"July 17, 2000",$282.40 oz,$282.45 oz
"July 18, 2000",$282.65 oz,$282.75 oz
"July 19, 2000",$281.80 oz,$279.20 oz
"July 20, 2000",$277.90 oz,$279.35 oz
"July 21, 2000",$280.35 oz,$279.30 oz
"July 24, 2000",$280.05 oz,$279.75 oz
"July 25, 2000",$278.75 oz,$279.70 oz
"July 26, 2000",$280.15 oz,$279.40 oz
"July 27, 2000",$280.20 oz,$279.85 oz
"July 28, 2000",$278.45 oz,$278.10 oz
"July 31, 2000",$277.40 oz,$276.75 oz
"August 1, 2000",$277.30 oz,$277.60 oz
"August 2, 2000",$277.15 oz,$277.60 oz
"August 3, 2000",$276.65 oz,$275.50 oz
"August 4, 2000",$273.30 oz,$273.95 oz
"August 7, 2000",$273.50 oz,$273.20 oz
"August 8, 2000",$274.00 oz,$273.10 oz
"August 9, 2000",$272.30 oz,$272.00 oz
"August 10, 2000",$272.45 oz,$272.20 oz
"August 11, 2000",$273.15 oz,$272.70 oz
"August 14, 2000",$275.45 oz,$275.45 oz
"August 15, 2000",$274.70 oz,$274.15 oz
"August 16, 2000",$275.50 oz,$276.35 oz
"August 17, 2000",$277.15 oz,$277.20 oz
"August 18, 2000",$277.15 oz,$275.60 oz
"August 21, 2000",$276.40 oz,$274.60 oz
"August 22, 2000",$274.00 oz,$273.40 oz
"August 23, 2000",$272.45 oz,$273.15 oz
"August 24, 2000",$272.00 oz,$272.60 oz
"August 25, 2000",$273.35 oz,$273.65 oz
"August 29, 2000",$274.00 oz,$274.00 oz
"August 30, 2000",$272.60 oz,$273.30 oz
"August 31, 2000",$274.95 oz,$277.00 oz
"September 1, 2000",$276.60 oz,$277.00 oz
"September 4, 2000",$277.00 oz,$276.65 oz
"September 5, 2000",$276.20 oz,$275.00 oz
"September 6, 2000",$275.30 oz,$274.15 oz
"September 7, 2000",$272.95 oz,$272.70 oz
"September 8, 2000",$274.10 oz,$272.75 oz
"September 11, 2000",$272.60 oz,$272.55 oz
"September 12, 2000",$272.80 oz,$274.65 oz
"September 13, 2000",$272.80 oz,$272.50 oz
"September 14, 2000",$272.80 oz,$273.10 oz
"September 15, 2000",$272.85 oz,$272.60 oz
"September 18, 2000",$272.45 oz,$273.00 oz
"September 19, 2000",$272.00 oz,$271.85 oz
"September 20, 2000",$271.10 oz,$271.40 oz
"September 21, 2000",$269.65 oz,$269.50 oz
"September 22, 2000",$272.35 oz,$273.95 oz
"September 25, 2000",$273.55 oz,$272.85 oz
"September 26, 2000",$274.05 oz,$274.85 oz
"September 27, 2000",$274.75 oz,$276.15 oz
"September 28, 2000",$277.20 oz,$276.40 oz
"September 29, 2000",$274.10 oz,$273.65 oz
"October 2, 2000",$274.30 oz,$273.10 oz
"October 3, 2000",$272.40 oz,$272.10 oz
"October 4, 2000",$271.30 oz,$271.35 oz
"October 5, 2000",$271.35 oz,$270.40 oz
"October 6, 2000",$270.80 oz,$270.00 oz
"October 9, 2000",$270.25 oz,$270.00 oz
"October 10, 2000",$269.75 oz,$270.50 oz
"October 11, 2000",$273.00 oz,$272.75 oz
"October 12, 2000",$270.80 oz,$274.00 oz
"October 13, 2000",$275.85 oz,$273.25 oz
"October 16, 2000",$272.05 oz,$271.60 oz
"October 17, 2000",$270.55 oz,$270.25 oz
"October 18, 2000",$271.30 oz,$272.00 oz
"October 19, 2000",$270.50 oz,$270.30 oz
"October 20, 2000",$271.50 oz,$270.45 oz
"October 23, 2000",$271.25 oz,$271.45 oz
"October 24, 2000",$270.40 oz,$270.20 oz
"October 25, 2000",$269.30 oz,$266.80 oz
"October 26, 2000",$266.75 oz,$266.40 oz
"October 27, 2000",$266.05 oz,$263.80 oz
"October 30, 2000",$265.65 oz,$264.75 oz
"October 31, 2000",$263.80 oz,$264.50 oz
"November 1, 2000",$266.00 oz,$265.50 oz
"November 2, 2000",$265.75 oz,$264.85 oz
"November 3, 2000",$266.45 oz,$264.65 oz
"November 6, 2000",$265.75 oz,$265.70 oz
"November 7, 2000",$264.10 oz,$265.50 oz
"November 8, 2000",$265.00 oz,$264.10 oz
"November 9, 2000",$264.30 oz,$264.65 oz
"November 10, 2000",$265.15 oz,$264.85 oz
"November 13, 2000",$264.30 oz,$264.85 oz
"November 14, 2000",$264.50 oz,$264.95 oz
"November 15, 2000",$265.25 oz,$264.60 oz
"November 16, 2000",$265.40 oz,$266.70 oz
"November 17, 2000",$266.50 oz,$265.25 oz
"November 20, 2000",$265.75 oz,$266.15 oz
"November 21, 2000",$267.25 oz,$266.15 oz
"November 22, 2000",$266.45 oz,$266.15 oz
"November 23, 2000",$265.90 oz,$265.70 oz
"November 24, 2000",$266.00 oz,$265.55 oz
"November 27, 2000",$266.20 oz,$268.15 oz
"November 28, 2000",$269.75 oz,$269.95 oz
"November 29, 2000",$269.00 oz,$269.10 oz
"November 30, 2000",$267.00 oz,$269.10 oz
"December 1, 2000",$271.20 oz,$269.20 oz
"December 4, 2000",$271.15 oz,$270.70 oz
"December 5, 2000",$271.85 oz,$270.80 oz
"December 6, 2000",$270.85 oz,$271.60 oz
"December 7, 2000",$275.10 oz,$273.90 oz
"December 8, 2000",$273.30 oz,$272.95 oz
"December 11, 2000",$272.50 oz,$270.70 oz
"December 12, 2000",$271.00 oz,$270.75 oz
"December 13, 2000",$269.95 oz,$269.60 oz
"December 14, 2000",$269.70 oz,$269.30 oz
"December 15, 2000",$270.30 oz,$270.35 oz
"December 18, 2000",$270.50 oz,$270.20 oz
"December 19, 2000",$269.45 oz,$269.55 oz
"December 20, 2000",$270.20 oz,$272.45 oz
"December 21, 2000",$273.00 oz,$273.10 oz
"December 22, 2000",$273.95 oz,
"December 27, 2000",$274.70 oz,$275.05 oz
"December 28, 2000",$274.60 oz,$274.45 oz
"December 29, 2000",$272.65 oz,$290.25 oz
