year,month,close
2006,1,530.0
2006,2,568.25
2006,3,564.25
2006,4,587.0
2006,5,661.0
2006,6,625.0
2006,7,622.95
2006,8,637.25
2006,9,621.05
2006,10,600.6
2006,11,614.1
2006,12,648.75
