"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 15, 2015","810.14","802.14","810.43","799.11","73.73M","1.12%"
"Oct 14, 2015","801.15","817.12","820.22","799.16","76.08M","-1.94%"
"Oct 13, 2015","817.03","823.00","825.29","816.09","50.30M","-0.78%"
"Oct 12, 2015","823.43","818.92","825.23","818.88","43.58M","0.57%"
"Oct 09, 2015","818.78","816.04","819.37","812.91","58.46M","0.36%"
"Oct 08, 2015","815.84","808.23","817.37","804.55","61.21M","0.74%"
"Oct 07, 2015","809.81","806.43","810.68","802.13","68.83M","0.56%"
"Oct 06, 2015","805.27","816.36","816.62","800.60","60.76M","-1.37%"
"Oct 05, 2015","816.49","805.63","817.11","805.63","73.39M","1.56%"
"Oct 02, 2015","803.94","792.65","803.96","778.91","68.89M","1.34%"
"Oct 01, 2015","793.33","789.08","793.62","781.61","65.29M","0.60%"
"Sep 30, 2015","788.62","777.78","789.59","777.78","80.88M","1.84%"
"Sep 29, 2015","774.35","779.02","784.35","769.29","66.92M","-0.59%"
"Sep 28, 2015","778.91","798.46","798.46","775.55","67.10M","-2.64%"
"Sep 25, 2015","800.02","804.21","811.10","796.44","62.31M","-0.41%"
"Sep 24, 2015","803.30","803.41","804.81","794.74","62.68M","-0.27%"
"Sep 23, 2015","805.48","804.20","807.37","801.27","42.59M","0.20%"
"Sep 22, 2015","803.90","810.68","810.68","797.84","60.90M","-1.05%"
"Sep 21, 2015","812.45","806.91","817.48","806.23","57.98M","0.84%"
"Sep 18, 2015","805.65","817.41","817.41","804.55","165.07M","-1.61%"
"Sep 17, 2015","818.86","817.76","830.35","816.47","67.42M","0.15%"
"Sep 16, 2015","817.66","809.77","818.57","807.96","56.60M","0.99%"
"Sep 15, 2015","809.67","804.52","812.53","800.14","51.83M","0.79%"
"Sep 14, 2015","803.34","809.75","809.89","801.78","50.99M","-0.80%"
"Sep 11, 2015","809.81","801.60","809.81","800.20","54.62M","0.91%"
"Sep 10, 2015","802.49","799.22","807.69","797.17","58.93M","0.29%"
"Sep 09, 2015","800.13","812.28","817.87","798.63","62.28M","-1.14%"
"Sep 08, 2015","809.39","796.55","809.86","796.55","62.00M","2.27%"
"Sep 04, 2015","791.41","798.02","798.02","786.99","56.37M","-1.15%"
"Sep 03, 2015","800.65","802.00","810.36","798.13","55.87M","-0.07%"
"Sep 02, 2015","801.25","788.95","801.30","788.95","68.49M","1.83%"
"Sep 01, 2015","786.85","801.92","801.92","782.78","80.11M","-2.40%"
"Aug 31, 2015","806.19","811.88","811.88","802.70","67.91M","-0.72%"
"Aug 28, 2015","812.04","813.98","815.84","807.16","71.91M","-0.30%"
"Aug 27, 2015","814.52","801.30","817.40","799.48","85.91M","1.92%"
"Aug 26, 2015","799.15","768.26","800.21","768.26","87.97M","4.16%"
"Aug 25, 2015","767.21","775.09","797.86","767.21","95.04M","-0.56%"
"Aug 24, 2015","771.50","799.45","799.45","741.46","122.10M","-3.56%"
"Aug 21, 2015","799.97","828.71","828.71","799.97","104.82M","-3.72%"
"Aug 20, 2015","830.88","844.19","844.19","830.88","64.71M","-1.80%"
"Aug 19, 2015","846.08","849.49","851.71","840.86","60.97M","-0.52%"
"Aug 18, 2015","850.51","848.75","853.78","848.27","57.87M","0.24%"
"Aug 17, 2015","848.51","843.90","848.90","838.69","57.93M","0.43%"
"Aug 14, 2015","844.85","840.88","845.57","840.61","51.99M","0.49%"
"Aug 13, 2015","840.75","838.40","846.44","837.60","53.24M","0.31%"
"Aug 12, 2015","838.15","836.41","839.68","824.54","55.12M","-0.16%"
"Aug 11, 2015","839.46","839.36","842.32","835.45","49.87M","-0.16%"
"Aug 10, 2015","840.77","836.19","844.13","836.19","51.44M","0.67%"
"Aug 07, 2015","835.18","839.88","839.88","830.00","57.42M","-0.62%"
"Aug 06, 2015","840.37","854.09","854.45","839.01","59.27M","-1.49%"
"Aug 05, 2015","853.06","846.94","855.35","846.94","53.89M","0.92%"
"Aug 04, 2015","845.25","843.16","847.03","839.87","50.55M","0.09%"
"Aug 03, 2015","844.49","847.72","848.40","840.14","45.87M","-0.33%"
"Jul 31, 2015","847.27","845.05","850.00","844.07","55.04M","0.35%"
"Jul 30, 2015","844.30","842.85","845.43","837.17","52.49M","0.03%"
"Jul 29, 2015","844.01","837.19","845.24","837.19","51.59M","0.83%"
"Jul 28, 2015","837.04","832.82","838.11","827.99","60.36M","0.70%"
"Jul 27, 2015","831.24","836.15","837.10","829.68","53.27M","-0.65%"
"Jul 24, 2015","836.72","833.82","853.72","833.82","52.07M","0.37%"
"Jul 23, 2015","833.66","841.52","842.67","831.94","46.43M","-0.89%"
"Jul 22, 2015","841.13","836.48","843.07","836.48","51.32M","0.54%"
"Jul 21, 2015","836.58","839.80","840.01","833.99","50.36M","-0.43%"
"Jul 20, 2015","840.16","839.98","842.07","838.74","43.71M","-0.04%"
"Jul 17, 2015","840.52","843.19","843.52","839.45","56.58M","-0.32%"
"Jul 16, 2015","843.24","832.62","843.38","832.62","56.72M","1.29%"
"Jul 15, 2015","832.50","833.29","835.23","830.27","52.39M","-0.10%"
"Jul 14, 2015","833.31","831.33","834.71","829.80","44.25M","0.25%"
"Jul 13, 2015","831.21","820.05","831.56","820.05","51.06M","1.39%"
"Jul 10, 2015","819.78","810.74","821.62","810.74","42.92M","1.46%"
"Jul 09, 2015","808.00","805.78","813.10","805.78","54.19M","0.62%"
"Jul 08, 2015","803.00","812.92","812.92","802.13","39.38M","-1.34%"
"Jul 07, 2015","813.88","804.62","814.29","798.37","59.05M","1.19%"
"Jul 06, 2015","804.32","803.00","808.27","798.85","86.02M","0.02%"
"Jul 02, 2015","804.12","806.75","809.33","802.30","45.01M","-0.28%"
"Jul 01, 2015","806.39","800.27","806.49","800.27","50.35M","0.92%"
"Jun 30, 2015","799.02","800.90","803.06","796.90","67.26M","0.10%"
"Jun 29, 2015","798.19","813.96","813.96","797.89","59.68M","-2.00%"
"Jun 26, 2015","814.51","813.66","817.87","812.08","127.34M","0.18%"
"Jun 25, 2015","813.08","814.90","817.12","812.98","50.46M","-0.32%"
"Jun 24, 2015","815.66","821.99","822.80","815.42","52.98M","-0.79%"
"Jun 23, 2015","822.19","818.93","822.84","818.93","46.13M","0.41%"
"Jun 22, 2015","818.86","816.67","821.37","816.67","38.83M","0.35%"
"Jun 19, 2015","815.97","817.28","820.60","815.93","118.66M","-0.16%"
"Jun 18, 2015","817.26","808.70","819.61","808.70","54.93M","1.17%"
"Jun 17, 2015","807.82","805.62","810.29","803.66","45.33M","0.33%"
"Jun 16, 2015","805.17","800.03","805.64","799.37","40.52M","0.66%"
"Jun 15, 2015","799.93","803.87","803.87","797.34","47.11M","-0.54%"
"Jun 12, 2015","804.30","806.43","807.14","803.38","43.92M","-0.39%"
"Jun 11, 2015","807.48","806.46","811.72","806.46","53.69M","0.29%"
"Jun 10, 2015","805.16","797.01","806.11","797.01","51.40M","1.10%"
"Jun 09, 2015","796.39","795.67","798.37","792.49","45.31M","0.09%"
"Jun 08, 2015","795.70","800.58","800.80","795.63","41.76M","-0.66%"
"Jun 05, 2015","801.01","805.63","805.88","800.55","46.76M","-0.64%"
"Jun 04, 2015","806.14","811.51","812.86","804.96","48.23M","-0.79%"
"Jun 03, 2015","812.55","807.69","814.05","807.11","47.27M","0.71%"
"Jun 02, 2015","806.83","806.00","810.67","802.84","45.47M","0.02%"
"Jun 01, 2015","806.67","804.85","809.44","802.02","43.74M","0.26%"
"May 29, 2015","804.55","809.71","810.17","803.98","80.05M","-0.64%"
"May 28, 2015","809.70","811.47","812.22","808.45","43.52M","-0.32%"
"May 27, 2015","812.33","806.24","813.36","806.24","49.03M","0.90%"
"May 26, 2015","805.07","812.23","812.80","803.54","57.12M","-0.90%"
"May 22, 2015","812.37","814.67","814.86","811.59","44.34M","-0.24%"
"May 21, 2015","814.34","807.86","817.61","807.86","57.48M","0.76%"
"May 20, 2015","808.22","812.08","812.38","806.85","50.37M","-0.52%"
"May 19, 2015","812.45","818.14","820.37","811.55","60.80M","-0.72%"
"May 18, 2015","818.33","814.06","819.12","813.24","54.84M","0.52%"
"May 15, 2015","814.10","809.08","814.10","808.14","61.33M","0.74%"
"May 14, 2015","808.08","806.95","808.83","801.95","54.62M","0.28%"
"May 13, 2015","805.81","810.22","814.08","804.70","47.64M","-0.53%"
"May 12, 2015","810.11","809.57","812.63","804.71","44.01M","-0.08%"
"May 11, 2015","810.78","812.34","815.70","810.77","41.61M","-0.23%"
"May 08, 2015","812.65","804.49","816.37","804.49","48.13M","1.19%"
"May 07, 2015","803.06","796.16","805.10","796.11","52.22M","0.87%"
"May 06, 2015","796.16","797.07","798.76","792.34","49.02M","-0.06%"
"May 05, 2015","796.63","805.39","806.04","796.35","44.67M","-1.12%"
"May 04, 2015","805.68","803.75","808.77","803.75","40.49M","0.29%"
"May 01, 2015","803.34","794.22","803.36","794.22","45.50M","1.25%"
"Apr 30, 2015","793.43","801.53","804.31","790.60","69.67M","-1.10%"
"Apr 29, 2015","802.23","811.75","811.75","799.91","47.64M","-1.36%"
"Apr 28, 2015","813.31","815.96","816.88","808.87","41.41M","-0.37%"
"Apr 27, 2015","816.32","826.24","826.97","815.79","42.39M","-1.12%"
"Apr 24, 2015","825.60","814.12","827.77","814.12","42.97M","1.42%"
"Apr 23, 2015","814.01","810.46","816.49","809.80","40.49M","0.44%"
"Apr 22, 2015","810.41","810.49","811.54","805.78","46.14M","0.01%"
"Apr 21, 2015","810.31","807.80","812.64","807.80","38.57M","0.40%"
"Apr 20, 2015","807.10","800.34","808.85","800.34","43.79M","0.92%"
"Apr 17, 2015","799.72","811.45","811.45","797.12","58.62M","-1.54%"
"Apr 16, 2015","812.22","813.09","814.83","811.20","42.01M","0.04%"
"Apr 15, 2015","811.86","816.14","819.17","811.69","45.48M","-0.45%"
"Apr 14, 2015","815.50","816.37","818.97","809.87","43.58M","-0.15%"
"Apr 13, 2015","816.73","819.96","822.86","816.50","40.32M","-0.40%"
"Apr 10, 2015","819.99","818.19","820.68","816.99","47.96M","0.26%"
"Apr 09, 2015","817.87","819.30","821.69","812.54","54.56M","-0.09%"
"Apr 08, 2015","818.60","812.00","818.64","812.00","54.34M","0.86%"
"Apr 07, 2015","811.66","817.10","820.33","811.53","39.38M","-0.67%"
"Apr 06, 2015","817.11","811.46","819.37","808.77","58.35M","0.56%"
"Apr 02, 2015","812.52","806.60","814.03","806.53","47.96M","0.76%"
"Apr 01, 2015","806.39","812.20","812.20","802.27","54.87M","-0.72%"
"Mar 31, 2015","812.23","816.35","820.69","812.22","63.43M","-0.57%"
"Mar 30, 2015","816.89","808.56","818.12","808.56","43.43M","1.12%"
"Mar 27, 2015","807.82","801.83","808.98","801.31","45.53M","0.73%"
"Mar 26, 2015","801.97","805.78","806.48","798.70","54.57M","-0.65%"
"Mar 25, 2015","807.24","820.79","822.15","807.21","56.07M","-1.61%"
"Mar 24, 2015","820.42","820.19","825.15","818.93","45.96M","0.03%"
"Mar 23, 2015","820.21","821.55","825.92","820.21","46.04M","-0.10%"
"Mar 20, 2015","821.07","813.10","822.89","813.10","130.80M","1.05%"
"Mar 19, 2015","812.51","813.53","814.36","810.51","44.74M","-0.17%"
"Mar 18, 2015","813.91","810.36","816.20","800.73","52.61M","0.38%"
"Mar 17, 2015","810.79","813.14","813.14","808.78","44.73M","-0.45%"
"Mar 16, 2015","814.47","804.79","814.49","804.79","48.15M","1.25%"
"Mar 13, 2015","804.43","807.13","809.29","799.78","46.71M","-0.36%"
"Mar 12, 2015","807.30","794.17","807.90","794.17","48.25M","1.83%"
"Mar 11, 2015","792.79","793.36","796.30","792.27","51.27M","-0.09%"
"Mar 10, 2015","793.48","802.90","802.90","793.38","53.16M","-1.35%"
"Mar 09, 2015","804.32","800.46","805.30","799.89","47.72M","0.49%"
"Mar 06, 2015","800.38","809.18","809.18","799.12","54.29M","-1.18%"
"Mar 05, 2015","809.93","806.36","810.56","806.36","52.28M","0.67%"
"Mar 04, 2015","804.55","808.93","808.93","801.84","50.69M","-0.55%"
"Mar 03, 2015","808.97","812.45","812.45","804.42","46.63M","-0.51%"
"Mar 02, 2015","813.12","807.57","813.57","807.57","50.38M","0.73%"
"Feb 27, 2015","807.23","807.78","811.10","806.37","58.23M","0.01%"
"Feb 26, 2015","807.17","807.98","808.92","805.27","47.16M","-0.12%"
"Feb 25, 2015","808.11","806.50","810.87","804.95","49.63M","0.14%"
"Feb 24, 2015","806.97","803.79","808.83","803.61","46.53M","0.40%"
"Feb 23, 2015","803.77","802.72","805.25","800.92","44.48M","0.19%"
"Feb 20, 2015","802.21","794.96","802.24","791.86","51.94M","0.90%"
"Feb 19, 2015","795.02","799.83","800.81","794.42","41.08M","-0.59%"
"Feb 18, 2015","799.71","798.54","799.99","796.29","41.10M","0.08%"
"Feb 17, 2015","799.09","798.49","799.58","793.56","48.28M","-0.06%"
"Feb 13, 2015","799.58","798.52","799.61","796.61","51.72M","0.09%"
"Feb 12, 2015","798.85","794.94","799.02","793.17","56.48M","0.58%"
"Feb 11, 2015","794.26","792.29","796.02","791.16","65.08M","0.21%"
"Feb 10, 2015","792.62","784.09","793.23","784.09","49.52M","1.22%"
"Feb 09, 2015","783.09","788.42","788.42","781.27","49.56M","-0.81%"
"Feb 06, 2015","789.52","788.75","793.25","786.57","51.75M","0.14%"
"Feb 05, 2015","788.38","783.14","789.46","783.14","57.02M","0.78%"
"Feb 04, 2015","782.25","780.03","786.42","777.67","88.72M","0.26%"
"Feb 03, 2015","780.24","768.79","780.32","768.79","70.97M","1.70%"
"Feb 02, 2015","767.16","760.77","767.54","749.51","56.55M","0.86%"
"Jan 30, 2015","760.63","765.42","772.43","760.24","78.80M","-0.77%"
"Jan 29, 2015","766.55","758.86","766.79","755.49","49.47M","1.09%"
"Jan 28, 2015","758.32","766.47","771.94","757.39","48.07M","-0.84%"
"Jan 27, 2015","764.76","767.71","768.54","760.10","40.19M","-0.61%"
"Jan 26, 2015","769.43","765.03","769.67","762.90","63.63M","0.58%"
"Jan 23, 2015","765.03","763.55","768.85","762.50","43.92M","0.22%"
"Jan 22, 2015","763.38","748.84","764.32","748.17","52.99M","2.12%"
"Jan 21, 2015","747.50","740.63","749.69","740.42","51.12M","0.92%"
"Jan 20, 2015","740.66","745.50","748.94","734.69","55.72M","-0.51%"
"Jan 16, 2015","744.45","734.13","744.89","730.65","62.50M","1.33%"
"Jan 15, 2015","734.68","743.82","747.22","734.39","62.37M","-1.12%"
"Jan 14, 2015","743.00","748.58","748.58","736.90","57.09M","-0.90%"
"Jan 13, 2015","749.77","754.40","762.75","745.07","59.37M","-0.41%"
"Jan 12, 2015","752.84","756.81","758.48","750.89","55.87M","-0.51%"
"Jan 09, 2015","756.68","765.57","765.59","756.36","53.95M","-1.29%"
"Jan 08, 2015","766.56","757.89","766.62","757.89","68.63M","1.30%"
"Jan 07, 2015","756.72","740.35","756.77","740.35","59.30M","2.41%"
"Jan 06, 2015","738.89","742.71","746.73","733.45","78.97M","-0.40%"
"Jan 05, 2015","741.85","749.79","749.79","740.21","54.84M","-1.23%"
"Jan 02, 2015","751.11","757.24","760.94","746.65","46.21M","-0.64%"
"Dec 31, 2014","755.96","760.26","764.43","755.61","43.40M","-0.30%"
"Dec 30, 2014","758.27","757.74","761.20","757.08","32.55M","-0.15%"
"Dec 29, 2014","759.39","754.70","760.35","753.58","38.82M","0.51%"
"Dec 26, 2014","755.55","754.77","757.67","754.77","32.07M","0.32%"
"Dec 24, 2014","753.16","756.67","757.25","753.06","22.49M","-0.25%"
"Dec 23, 2014","755.02","752.65","756.95","752.63","48.57M","0.53%"
"Dec 22, 2014","751.05","745.20","751.10","745.20","50.95M","1.04%"
"Dec 19, 2014","743.30","744.25","745.78","740.76","153.46M","-0.10%"
"Dec 18, 2014","744.07","735.39","744.07","735.11","78.39M","1.61%"
"Dec 17, 2014","732.27","721.28","733.76","721.21","66.38M","1.67%"
"Dec 16, 2014","720.25","728.39","734.59","720.25","73.36M","-1.27%"
"Dec 15, 2014","729.53","729.89","736.15","724.20","71.79M","0.19%"
"Dec 12, 2014","728.14","728.41","735.73","727.09","66.34M","-0.43%"
"Dec 11, 2014","731.28","724.13","737.52","724.13","75.32M","1.39%"
"Dec 10, 2014","721.28","729.17","731.77","720.88","65.67M","-1.16%"
"Dec 09, 2014","729.75","725.78","729.99","719.88","55.54M","0.29%"
"Dec 08, 2014","727.66","728.81","733.01","725.41","55.28M","-0.28%"
"Dec 05, 2014","729.72","730.21","730.43","726.95","55.25M","-0.01%"
"Dec 04, 2014","729.78","728.56","730.64","724.98","54.91M","0.11%"
"Dec 03, 2014","728.96","729.56","730.71","726.64","55.69M","-0.12%"
"Dec 02, 2014","729.80","728.85","731.59","727.31","48.80M","0.22%"
"Dec 01, 2014","728.18","736.78","736.78","727.83","54.81M","-1.31%"
"Nov 28, 2014","737.82","731.12","740.69","731.12","34.36M","1.32%"
"Nov 26, 2014","728.21","727.65","728.33","726.10","36.70M","0.18%"
"Nov 25, 2014","726.91","729.85","731.68","725.67","64.53M","-0.34%"
"Nov 24, 2014","729.40","725.42","730.07","725.42","59.49M","0.71%"
"Nov 21, 2014","724.26","724.99","728.59","723.28","70.47M","0.32%"
"Nov 20, 2014","721.94","717.32","723.58","717.15","61.44M","0.46%"
"Nov 19, 2014","718.62","714.06","719.73","714.06","60.79M","0.73%"
"Nov 18, 2014","713.40","711.98","714.83","709.58","55.25M","0.18%"
"Nov 17, 2014","712.11","713.07","715.58","710.89","52.62M","-0.24%"
"Nov 14, 2014","713.84","712.12","714.38","710.71","49.49M","0.19%"
"Nov 13, 2014","712.46","708.52","713.09","708.52","57.39M","0.67%"
"Nov 12, 2014","707.70","702.67","708.60","702.28","65.04M","0.57%"
"Nov 11, 2014","703.70","702.62","704.98","701.73","49.77M","0.15%"
"Nov 10, 2014","702.66","697.63","702.67","696.81","51.12M","0.67%"
"Nov 07, 2014","697.95","695.76","699.34","694.15","58.56M","0.33%"
"Nov 06, 2014","695.65","689.82","695.96","688.52","56.54M","1.07%"
"Nov 05, 2014","688.31","688.32","692.36","686.97","55.63M","0.16%"
"Nov 04, 2014","687.20","686.11","687.48","682.97","67.73M","0.06%"
"Nov 03, 2014","686.80","687.04","687.90","684.81","53.43M","0.05%"
"Oct 31, 2014","686.49","684.82","690.21","684.82","77.25M","0.76%"
"Oct 30, 2014","681.30","673.90","682.85","673.61","49.64M","0.91%"
"Oct 29, 2014","675.14","677.32","679.15","672.03","51.63M","-0.25%"
"Oct 28, 2014","676.80","674.26","676.94","671.44","52.31M","0.54%"
"Oct 27, 2014","673.18","669.30","673.60","669.12","46.38M","0.45%"
"Oct 24, 2014","670.17","667.14","670.57","664.87","56.43M","-0.42%"
"Oct 23, 2014","673.01","668.73","676.52","668.73","59.69M","1.11%"
"Oct 22, 2014","665.62","669.95","674.40","665.49","60.95M","-0.53%"
"Oct 21, 2014","669.15","658.02","669.87","657.71","53.03M","1.98%"
"Oct 20, 2014","656.19","645.80","656.43","645.58","63.46M","1.59%"
"Oct 17, 2014","645.94","643.06","648.87","642.17","78.66M","0.78%"
"Oct 16, 2014","640.97","641.80","644.53","632.33","83.17M","-0.81%"
"Oct 15, 2014","646.21","651.86","651.86","635.12","88.91M","-1.23%"
"Oct 14, 2014","654.27","652.22","657.41","649.68","72.21M","0.60%"
"Oct 13, 2014","650.40","662.15","662.15","649.89","73.45M","-1.93%"
"Oct 10, 2014","663.20","665.71","671.30","663.18","66.40M","-0.37%"
"Oct 09, 2014","665.63","674.18","675.60","665.21","67.05M","-1.42%"
"Oct 08, 2014","675.24","664.27","676.03","663.10","71.10M","1.84%"
"Oct 07, 2014","663.05","667.90","669.81","663.03","58.06M","-1.11%"
"Oct 06, 2014","670.52","675.66","676.58","669.94","47.22M","-0.57%"
"Oct 03, 2014","674.38","667.64","675.60","667.64","70.10M","1.36%"
"Oct 02, 2014","665.34","660.06","666.68","657.80","55.70M","0.80%"
"Oct 01, 2014","660.08","666.24","666.50","658.57","69.31M","-1.06%"
"Sep 30, 2014","667.18","669.71","670.84","665.88","76.33M","-0.10%"
"Sep 29, 2014","667.88","666.73","669.06","664.26","48.02M","-0.22%"
"Sep 26, 2014","669.34","666.09","670.69","665.11","49.00M","0.54%"
"Sep 25, 2014","665.75","673.83","674.54","665.46","53.97M","-1.44%"
"Sep 24, 2014","675.45","666.99","675.77","666.99","57.91M","1.40%"
"Sep 23, 2014","666.11","668.06","669.74","666.10","61.40M","-0.59%"
"Sep 22, 2014","670.03","676.36","676.58","668.66","54.76M","-1.19%"
"Sep 19, 2014","678.13","678.90","682.33","676.70","135.80M","0.01%"
"Sep 18, 2014","678.04","678.21","679.03","676.84","63.74M","0.16%"
"Sep 17, 2014","676.99","677.08","679.64","675.24","54.71M","-0.00%"
"Sep 16, 2014","677.02","669.35","678.67","668.62","54.65M","0.96%"
"Sep 15, 2014","670.58","673.86","674.42","669.10","44.29M","-0.46%"
"Sep 12, 2014","673.69","674.37","675.74","671.30","60.71M","-0.05%"
"Sep 11, 2014","674.06","672.45","674.21","671.88","49.62M","0.00%"
"Sep 10, 2014","674.05","673.66","674.68","670.86","57.05M","0.10%"
"Sep 09, 2014","673.37","680.75","680.75","672.74","55.80M","-1.08%"
"Sep 08, 2014","680.70","684.01","684.90","678.78","51.09M","-0.66%"
"Sep 05, 2014","685.20","680.27","685.20","676.55","57.28M","0.65%"
"Sep 04, 2014","680.75","677.04","682.71","677.04","55.53M","0.82%"
"Sep 03, 2014","675.22","677.50","678.39","674.84","50.29M","-0.19%"
"Sep 02, 2014","676.52","676.79","678.68","674.11","60.43M","0.06%"
"Aug 29, 2014","676.13","676.54","677.28","674.07","48.96M","0.04%"
"Aug 28, 2014","675.87","674.41","676.59","672.08","51.05M","-0.09%"
"Aug 27, 2014","676.45","675.81","677.60","675.44","46.62M","0.16%"
"Aug 26, 2014","675.34","673.54","676.76","672.71","45.70M","0.37%"
"Aug 25, 2014","672.86","672.88","674.60","672.13","43.22M","0.24%"
"Aug 22, 2014","671.22","669.99","672.36","669.29","51.19M","0.27%"
"Aug 21, 2014","669.39","668.65","671.76","668.15","64.32M","0.14%"
"Aug 20, 2014","668.44","663.62","669.36","661.88","64.59M","0.62%"
"Aug 19, 2014","664.31","655.55","665.47","655.55","66.34M","1.44%"
"Aug 18, 2014","654.91","650.91","655.41","650.91","58.73M","0.90%"
"Aug 15, 2014","649.06","653.73","653.73","645.07","73.92M","-0.56%"
"Aug 14, 2014","652.71","647.67","652.76","647.67","42.86M","0.91%"
"Aug 13, 2014","646.84","648.39","649.17","645.05","49.58M","0.02%"
"Aug 12, 2014","646.72","647.77","648.84","644.86","39.86M","-0.24%"
"Aug 11, 2014","648.25","646.88","649.65","646.88","44.86M","0.36%"
"Aug 08, 2014","645.94","636.68","646.29","636.68","53.34M","1.60%"
"Aug 07, 2014","635.79","639.74","641.28","634.28","55.74M","-0.38%"
"Aug 06, 2014","638.20","638.32","640.93","633.81","69.36M","-0.28%"
"Aug 05, 2014","640.02","642.85","645.07","636.77","66.31M","-0.58%"
"Aug 04, 2014","643.73","639.77","645.04","639.31","58.00M","0.77%"
"Aug 01, 2014","638.78","638.87","642.43","635.83","60.15M","-0.12%"
"Jul 31, 2014","639.52","646.45","646.86","639.52","71.97M","-1.57%"
"Jul 30, 2014","649.71","646.97","650.45","645.85","56.35M","0.64%"
"Jul 29, 2014","645.57","647.38","649.38","645.57","53.11M","-0.14%"
"Jul 28, 2014","646.49","648.94","649.36","643.91","64.78M","-0.27%"
"Jul 25, 2014","648.21","648.79","649.91","647.23","45.51M","-1.48%"
"Jul 24, 2014","657.97","655.31","659.13","655.31","49.13M","0.58%"
"Jul 23, 2014","654.15","651.75","654.39","651.56","50.30M","0.26%"
"Jul 22, 2014","652.47","650.23","653.36","650.23","52.19M","0.30%"
"Jul 21, 2014","650.53","652.37","652.91","648.58","41.70M","-0.47%"
"Jul 18, 2014","653.58","646.36","654.06","646.26","56.38M","1.20%"
"Jul 17, 2014","645.83","649.32","651.39","645.03","56.61M","-0.79%"
"Jul 16, 2014","650.96","654.16","654.16","649.90","59.48M","-0.27%"
"Jul 15, 2014","652.69","653.32","655.21","649.86","53.95M","-0.12%"
"Jul 14, 2014","653.47","653.50","654.90","652.41","49.21M","0.23%"
"Jul 11, 2014","651.99","650.21","652.36","648.79","44.28M","0.49%"
"Jul 10, 2014","648.83","650.72","650.75","644.72","49.91M","-0.85%"
"Jul 09, 2014","654.36","650.65","654.56","650.59","45.58M","0.74%"
"Jul 08, 2014","649.55","654.45","654.47","648.66","62.44M","-0.85%"
"Jul 07, 2014","655.09","657.84","657.84","654.26","50.98M","-0.48%"
"Jul 03, 2014","658.25","654.50","658.89","654.50","54.99M","0.82%"
"Jul 02, 2014","652.92","652.37","655.35","652.33","44.13M","0.10%"
"Jul 01, 2014","652.26","647.39","653.33","647.39","52.49M","0.90%"
"Jun 30, 2014","646.45","646.91","648.12","645.72","59.56M","-0.08%"
"Jun 27, 2014","646.99","644.58","647.00","644.15","122.51M","0.27%"
"Jun 26, 2014","645.25","645.80","645.80","642.08","55.01M","-0.20%"
"Jun 25, 2014","646.54","643.82","646.92","643.77","48.75M","0.34%"
"Jun 24, 2014","644.35","647.22","649.46","643.87","59.95M","-0.48%"
"Jun 23, 2014","647.45","646.90","647.50","645.34","50.28M","0.11%"
"Jun 20, 2014","646.77","648.51","649.80","645.33","133.60M","-0.24%"
"Jun 19, 2014","648.34","651.28","653.26","647.19","55.33M","-0.36%"
"Jun 18, 2014","650.68","643.97","650.95","643.92","50.51M","1.10%"
"Jun 17, 2014","643.58","640.97","644.99","640.23","52.51M","0.41%"
"Jun 16, 2014","640.96","638.89","641.35","638.10","50.21M","0.27%"
"Jun 13, 2014","639.22","639.67","640.44","636.83","56.52M","0.08%"
"Jun 12, 2014","638.72","647.07","647.15","637.67","56.87M","-1.39%"
"Jun 11, 2014","647.72","649.67","649.96","646.24","46.15M","-0.27%"
"Jun 10, 2014","649.49","650.35","650.90","648.43","59.20M","-0.28%"
"Jun 09, 2014","651.34","652.37","655.75","649.94","53.60M","-0.12%"
"Jun 06, 2014","652.09","650.55","653.99","650.55","55.67M","0.43%"
"Jun 05, 2014","649.33","644.55","650.06","641.30","68.84M","0.83%"
"Jun 04, 2014","643.98","638.92","644.97","637.87","50.05M","0.68%"
"Jun 03, 2014","639.65","638.89","640.41","637.94","52.49M","-0.04%"
"Jun 02, 2014","639.89","640.82","641.35","638.52","48.42M","-0.11%"
"May 30, 2014","640.58","636.93","640.74","636.93","72.92M","0.60%"
"May 29, 2014","636.76","633.33","637.08","633.29","50.11M","0.71%"
"May 28, 2014","632.30","635.15","635.26","631.36","54.13M","-0.51%"
"May 27, 2014","635.54","635.88","637.04","634.29","54.07M","0.11%"
"May 23, 2014","634.82","631.89","635.24","630.81","55.42M","0.56%"
"May 22, 2014","631.27","629.16","633.14","629.13","61.42M","0.43%"
"May 21, 2014","628.56","624.48","629.00","624.48","64.54M","0.67%"
"May 20, 2014","624.40","630.01","630.01","623.10","70.64M","-1.08%"
"May 19, 2014","631.19","628.68","631.69","627.56","50.87M","0.20%"
"May 16, 2014","629.90","623.87","630.30","623.87","70.82M","1.02%"
"May 15, 2014","623.56","628.94","628.94","618.76","64.24M","-1.02%"
"May 14, 2014","630.01","635.27","635.27","629.11","50.01M","-0.89%"
"May 13, 2014","635.65","636.48","637.60","634.55","50.87M","-0.15%"
"May 12, 2014","636.58","630.22","636.74","630.20","52.72M","1.37%"
"May 09, 2014","627.96","622.14","628.33","620.42","55.38M","1.01%"
"May 08, 2014","621.71","620.57","628.32","619.11","60.73M","0.18%"
"May 07, 2014","620.61","621.91","622.28","615.13","80.69M","-0.50%"
