"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 22, 2018","1,251.27","1,265.39","1,265.39","1,249.90","446.28M","-0.57%"
"Jun 21, 2018","1,258.42","1,265.12","1,265.56","1,250.46","237.83M","-0.13%"
"Jun 20, 2018","1,260.07","1,256.37","1,264.32","1,252.44","196.90M","0.89%"
"Jun 19, 2018","1,248.94","1,235.01","1,249.20","1,231.45","208.22M","0.51%"
"Jun 18, 2018","1,242.61","1,233.77","1,246.73","1,233.24","210.45M","0.04%"
"Jun 15, 2018","1,242.08","1,235.63","1,243.53","1,233.73","275.66M","0.12%"
"Jun 14, 2018","1,240.64","1,236.94","1,241.07","1,233.65","229.96M","0.61%"
"Jun 13, 2018","1,233.16","1,233.41","1,239.80","1,230.45","252.30M","0.11%"
"Jun 12, 2018","1,231.86","1,229.78","1,232.68","1,226.65","217.08M","0.42%"
"Jun 11, 2018","1,226.75","1,222.14","1,229.85","1,221.91","195.92M","0.41%"
"Jun 08, 2018","1,221.75","1,216.21","1,222.10","1,213.24","189.07M","0.17%"
"Jun 07, 2018","1,219.65","1,220.83","1,223.88","1,214.88","233.76M","0.18%"
"Jun 06, 2018","1,217.46","1,217.54","1,220.81","1,209.46","239.57M","0.32%"
"Jun 05, 2018","1,213.53","1,201.96","1,214.93","1,200.67","280.40M","1.08%"
"Jun 04, 2018","1,200.61","1,185.78","1,200.68","1,185.13","222.55M","1.71%"
"Jun 01, 2018","1,180.44","1,174.92","1,182.76","1,174.20","311.05M","0.77%"
"May 31, 2018","1,171.45","1,179.24","1,180.87","1,169.38","280.03M","-0.82%"
"May 30, 2018","1,181.15","1,170.73","1,182.69","1,168.76","235.74M","1.27%"
"May 29, 2018","1,166.31","1,163.03","1,171.99","1,160.85","207.22M","-0.21%"
"May 25, 2018","1,168.78","1,166.66","1,173.91","1,164.99","234.73M","0.07%"
"May 24, 2018","1,167.99","1,160.94","1,170.60","1,155.29","247.05M","0.35%"
"May 23, 2018","1,163.86","1,146.71","1,163.88","1,146.38","262.04M","1.23%"
"May 22, 2018","1,149.68","1,163.90","1,165.63","1,149.19","267.69M","-0.79%"
"May 21, 2018","1,158.86","1,155.68","1,161.67","1,154.61","208.56M","0.81%"
"May 18, 2018","1,149.58","1,153.63","1,154.10","1,148.78","216.25M","-0.44%"
"May 17, 2018","1,154.66","1,156.22","1,162.64","1,150.18","273.41M","-0.19%"
"May 16, 2018","1,156.88","1,151.99","1,160.55","1,151.99","271.87M","0.71%"
"May 15, 2018","1,148.70","1,150.67","1,150.78","1,142.58","199.09M","-0.80%"
"May 14, 2018","1,157.97","1,156.21","1,160.98","1,156.00","183.55M","0.40%"
"May 11, 2018","1,153.32","1,149.02","1,154.30","1,146.60","174.10M","0.40%"
"May 10, 2018","1,148.78","1,148.57","1,151.10","1,147.17","199.89M","0.04%"
"May 09, 2018","1,148.31","1,142.02","1,148.59","1,136.77","236.24M","0.51%"
"May 08, 2018","1,142.52","1,138.74","1,143.99","1,134.57","185.78M","0.08%"
"May 07, 2018","1,141.56","1,145.11","1,147.57","1,137.03","199.25M","-0.04%"
"May 04, 2018","1,142.00","1,126.16","1,146.77","1,122.71","186.65M","0.94%"
"May 03, 2018","1,131.37","1,132.21","1,135.11","1,117.45","195.89M","-0.71%"
"May 02, 2018","1,139.42","1,140.16","1,148.16","1,134.41","178.79M","-0.25%"
"May 01, 2018","1,142.30","1,137.16","1,142.73","1,127.34","171.42M","0.08%"
"Apr 30, 2018","1,141.34","1,152.80","1,158.54","1,141.01","208.67M","-0.63%"
"Apr 27, 2018","1,148.55","1,159.25","1,159.58","1,143.57","186.13M","1.55%"
"Apr 26, 2018","1,131.03","1,113.32","1,135.46","1,109.31","211.17M","2.54%"
"Apr 25, 2018","1,103.02","1,096.81","1,107.28","1,084.28","173.44M","0.40%"
"Apr 24, 2018","1,098.58","1,124.22","1,124.76","1,091.34","193.42M","-1.62%"
"Apr 23, 2018","1,116.66","1,124.06","1,126.53","1,109.92","172.16M","-0.11%"
"Apr 20, 2018","1,117.92","1,132.90","1,134.54","1,112.64","211.83M","-1.27%"
"Apr 19, 2018","1,132.31","1,135.05","1,136.34","1,126.10","175.28M","-0.10%"
"Apr 18, 2018","1,133.44","1,128.20","1,138.33","1,128.20","193.12M","0.86%"
"Apr 17, 2018","1,123.73","1,112.31","1,125.85","1,110.03","213.27M","2.45%"
"Apr 16, 2018","1,096.90","1,094.24","1,103.75","1,088.96","236.85M","1.04%"
"Apr 13, 2018","1,085.60","1,097.88","1,101.12","1,081.05","197.07M","-0.71%"
"Apr 12, 2018","1,093.37","1,092.63","1,098.45","1,091.16","220.39M","0.72%"
"Apr 11, 2018","1,085.59","1,086.95","1,097.34","1,084.70","180.11M","-0.32%"
"Apr 10, 2018","1,089.09","1,086.57","1,091.14","1,077.75","196.87M","1.47%"
"Apr 09, 2018","1,073.28","1,085.47","1,090.40","1,072.19","187.07M","-0.41%"
"Apr 06, 2018","1,077.72","1,091.39","1,101.82","1,071.82","213.50M","-2.21%"
"Apr 05, 2018","1,102.13","1,097.57","1,106.51","1,089.27","198.79M","1.42%"
"Apr 04, 2018","1,086.73","1,048.00","1,089.55","1,046.91","219.79M","1.87%"
"Apr 03, 2018","1,066.78","1,061.91","1,074.46","1,050.37","222.01M","1.14%"
"Apr 02, 2018","1,054.73","1,083.98","1,084.05","1,045.23","267.43M","-3.69%"
"Mar 29, 2018","1,095.14","1,077.54","1,097.28","1,067.57","275.30M","1.33%"
"Mar 28, 2018","1,080.74","1,082.10","1,093.94","1,067.10","276.65M","-1.24%"
"Mar 27, 2018","1,094.31","1,130.33","1,130.33","1,087.08","219.02M","-2.63%"
"Mar 26, 2018","1,123.92","1,106.05","1,125.04","1,095.79","232.38M","3.38%"
"Mar 23, 2018","1,087.14","1,111.07","1,117.59","1,086.85","236.06M","-2.06%"
"Mar 22, 2018","1,109.96","1,122.96","1,129.37","1,109.50","237.97M","-2.02%"
"Mar 21, 2018","1,132.82","1,134.03","1,141.16","1,129.11","176.90M","-0.17%"
"Mar 20, 2018","1,134.71","1,126.27","1,134.98","1,124.21","194.90M","1.02%"
"Mar 19, 2018","1,123.25","1,132.17","1,133.22","1,115.68","217.69M","-1.37%"
"Mar 16, 2018","1,138.81","1,138.29","1,143.92","1,137.01","345.42M","0.12%"
"Mar 15, 2018","1,137.39","1,143.49","1,145.37","1,134.21","228.94M","-0.34%"
"Mar 14, 2018","1,141.22","1,150.64","1,152.23","1,139.18","270.97M","-0.39%"
"Mar 13, 2018","1,145.68","1,158.41","1,159.73","1,143.70","236.98M","-0.51%"
"Mar 12, 2018","1,151.50","1,155.56","1,158.18","1,148.60","234.05M","-0.03%"
"Mar 09, 2018","1,151.80","1,138.26","1,151.81","1,134.87","274.56M","1.85%"
"Mar 08, 2018","1,130.83","1,136.69","1,137.79","1,127.07","331.06M","-0.29%"
"Mar 07, 2018","1,134.13","1,131.90","1,138.18","1,125.15","307.26M","-1.02%"
"Mar 06, 2018","1,145.81","1,143.62","1,146.33","1,136.12","265.38M","0.63%"
"Mar 05, 2018","1,138.64","1,120.07","1,140.41","1,115.78","300.61M","1.37%"
"Mar 02, 2018","1,123.20","1,104.78","1,124.39","1,100.57","330.99M","0.39%"
"Mar 01, 2018","1,118.81","1,130.51","1,134.86","1,104.70","351.93M","-0.92%"
"Feb 28, 2018","1,129.19","1,138.27","1,144.68","1,129.19","310.50M","-0.41%"
"Feb 27, 2018","1,133.86","1,153.42","1,155.27","1,133.86","318.86M","-1.40%"
"Feb 26, 2018","1,149.94","1,145.64","1,149.94","1,141.27","238.37M","0.90%"
"Feb 23, 2018","1,139.68","1,131.48","1,139.72","1,125.23","207.89M","1.24%"
"Feb 22, 2018","1,125.71","1,127.48","1,132.66","1,121.59","238.88M","0.37%"
"Feb 21, 2018","1,121.58","1,133.40","1,138.45","1,121.22","312.36M","-0.35%"
"Feb 20, 2018","1,125.53","1,128.96","1,140.01","1,120.98","400.46M","-1.12%"
"Feb 16, 2018","1,138.25","1,135.78","1,145.06","1,133.71","189.54M","0.05%"
"Feb 15, 2018","1,137.71","1,132.18","1,137.74","1,120.26","195.21M","1.22%"
"Feb 14, 2018","1,123.96","1,100.31","1,126.53","1,099.50","256.09M","1.62%"
"Feb 13, 2018","1,106.00","1,094.63","1,108.61","1,093.72","201.82M","0.82%"
"Feb 12, 2018","1,097.01","1,096.29","1,103.06","1,080.75","218.64M","1.20%"
"Feb 09, 2018","1,084.04","1,091.62","1,098.02","1,038.18","325.01M","0.42%"
"Feb 08, 2018","1,079.47","1,129.28","1,129.62","1,079.19","263.46M","-3.96%"
"Feb 07, 2018","1,123.94","1,128.17","1,146.75","1,123.94","218.38M","-0.39%"
"Feb 06, 2018","1,128.37","1,074.86","1,131.55","1,068.68","307.70M","2.76%"
"Feb 05, 2018","1,098.09","1,127.03","1,148.62","1,087.00","296.06M","-3.82%"
"Feb 02, 2018","1,141.71","1,165.02","1,170.55","1,137.02","239.94M","-0.77%"
"Feb 01, 2018","1,150.56","1,163.47","1,168.47","1,148.75","198.61M","-1.71%"
"Jan 31, 2018","1,170.56","1,185.13","1,189.06","1,169.01","243.39M","-0.56%"
"Jan 30, 2018","1,177.19","1,172.26","1,180.19","1,165.27","234.58M","-0.92%"
"Jan 29, 2018","1,188.10","1,182.73","1,194.02","1,181.77","174.68M","0.48%"
"Jan 26, 2018","1,182.37","1,173.00","1,182.37","1,167.06","177.25M","1.26%"
"Jan 25, 2018","1,167.62","1,166.12","1,168.13","1,157.14","190.00M","0.69%"
"Jan 24, 2018","1,159.58","1,162.07","1,166.95","1,148.54","220.15M","0.26%"
"Jan 23, 2018","1,156.62","1,152.14","1,158.00","1,149.74","199.92M","1.15%"
"Jan 22, 2018","1,143.45","1,128.81","1,143.49","1,127.44","201.20M","1.52%"
"Jan 19, 2018","1,126.29","1,123.50","1,127.00","1,119.19","215.96M","0.90%"
"Jan 18, 2018","1,116.27","1,117.64","1,119.02","1,112.31","179.04M","0.14%"
"Jan 17, 2018","1,114.74","1,115.40","1,117.51","1,108.29","207.04M","0.41%"
"Jan 16, 2018","1,110.22","1,121.53","1,127.49","1,105.64","278.80M","-0.28%"
"Jan 12, 2018","1,113.36","1,097.68","1,116.19","1,096.85","309.72M","1.66%"
"Jan 11, 2018","1,095.15","1,079.41","1,095.16","1,078.53","282.91M","1.67%"
"Jan 10, 2018","1,077.14","1,071.51","1,077.43","1,067.62","219.38M","0.07%"
"Jan 09, 2018","1,076.36","1,081.02","1,081.13","1,071.44","229.07M","0.04%"
"Jan 08, 2018","1,075.94","1,071.58","1,077.54","1,071.58","252.36M","0.48%"
"Jan 05, 2018","1,070.77","1,061.72","1,070.78","1,061.72","254.22M","1.32%"
"Jan 04, 2018","1,056.78","1,058.16","1,059.51","1,050.99","356.63M","0.02%"
"Jan 03, 2018","1,056.52","1,051.75","1,057.17","1,051.24","275.93M","0.59%"
"Jan 02, 2018","1,050.32","1,042.54","1,052.58","1,042.54","276.24M","1.26%"
"Dec 29, 2017","1,037.30","1,045.29","1,045.52","1,037.30","151.17M","-0.67%"
"Dec 28, 2017","1,044.34","1,044.17","1,044.63","1,041.83","145.47M","0.24%"
"Dec 27, 2017","1,041.82","1,045.30","1,045.35","1,040.89","138.36M","-0.18%"
"Dec 26, 2017","1,043.75","1,037.73","1,043.78","1,037.07","158.16M","0.68%"
"Dec 22, 2017","1,036.72","1,037.96","1,038.29","1,034.64","160.20M","-0.12%"
"Dec 21, 2017","1,037.93","1,037.72","1,040.86","1,036.48","223.07M","0.05%"
"Dec 20, 2017","1,037.44","1,040.36","1,041.43","1,034.74","198.16M","0.14%"
"Dec 19, 2017","1,036.00","1,039.55","1,040.07","1,033.76","219.19M","-0.05%"
"Dec 18, 2017","1,036.50","1,032.15","1,038.07","1,031.09","245.63M","0.98%"
