Date,Gold Price Fix AM in US dollars per troy ounce,Gold Price Fix PM in US dollars per troy ounce
"March 18, 1997",$347.40 oz,$346.30 oz
"March 19, 1997",$348.95 oz,$349.10 oz
"March 20, 1997",$352.70 oz,$352.00 oz
"March 21, 1997",$351.70 oz,$352.80 oz
"March 24, 1997",$350.65 oz,$350.20 oz
"March 25, 1997",$350.90 oz,$349.60 oz
"March 26, 1997",$346.80 oz,$346.05 oz
"March 27, 1997",$349.50 oz,$348.15 oz
"April 1, 1997",$349.85 oz,$350.00 oz
"April 2, 1997",$350.70 oz,$351.05 oz
"April 3, 1997",$349.10 oz,$348.75 oz
"April 4, 1997",$347.35 oz,$347.40 oz
"April 7, 1997",$347.85 oz,$349.00 oz
"April 8, 1997",$349.10 oz,$349.10 oz
"April 9, 1997",$348.00 oz,$347.80 oz
"April 10, 1997",$348.05 oz,$347.60 oz
"April 11, 1997",$348.65 oz,$347.95 oz
"April 14, 1997",$346.65 oz,$346.75 oz
"April 15, 1997",$345.60 oz,$343.00 oz
"April 16, 1997",$341.45 oz,$339.90 oz
"April 17, 1997",$341.20 oz,$340.40 oz
"April 18, 1997",$342.00 oz,$342.10 oz
"April 21, 1997",$342.15 oz,$342.25 oz
"April 22, 1997",$342.00 oz,$341.60 oz
"April 23, 1997",$340.70 oz,$341.00 oz
"April 24, 1997",$341.15 oz,$340.90 oz
"April 25, 1997",$341.35 oz,$342.25 oz
"April 28, 1997",$341.25 oz,$340.20 oz
"April 29, 1997",$338.95 oz,$339.25 oz
"April 30, 1997",$340.45 oz,$340.15 oz
"May 1, 1997",$339.55 oz,$339.25 oz
"May 2, 1997",$339.80 oz,$339.65 oz
"May 6, 1997",$342.80 oz,$342.45 oz
"May 7, 1997",$340.65 oz,$341.10 oz
"May 8, 1997",$342.40 oz,$343.75 oz
"May 9, 1997",$344.80 oz,$345.85 oz
"May 12, 1997",$348.20 oz,$348.20 oz
"May 13, 1997",$347.30 oz,$348.90 oz
"May 14, 1997",$349.00 oz,$349.10 oz
"May 15, 1997",$348.10 oz,$346.40 oz
"May 16, 1997",$347.00 oz,$344.50 oz
"May 19, 1997",$343.35 oz,$340.70 oz
"May 20, 1997",$342.50 oz,$343.00 oz
"May 21, 1997",$342.25 oz,$342.70 oz
"May 22, 1997",$342.95 oz,$342.75 oz
"May 23, 1997",$341.65 oz,$342.55 oz
"May 27, 1997",$343.55 oz,$343.65 oz
"May 28, 1997",$344.70 oz,$342.80 oz
"May 29, 1997",$345.70 oz,$343.90 oz
"May 30, 1997",$345.75 oz,$345.60 oz
"June 2, 1997",$344.00 oz,$343.90 oz
"June 3, 1997",$343.80 oz,$343.55 oz
"June 4, 1997",$342.40 oz,$341.75 oz
"June 5, 1997",$340.70 oz,$340.80 oz
"June 6, 1997",$343.80 oz,$344.00 oz
"June 9, 1997",$343.85 oz,$344.25 oz
"June 10, 1997",$344.00 oz,$343.75 oz
"June 11, 1997",$343.70 oz,$343.80 oz
"June 12, 1997",$341.80 oz,$342.20 oz
"June 13, 1997",$341.20 oz,$341.40 oz
"June 16, 1997",$340.95 oz,$341.50 oz
"June 17, 1997",$341.40 oz,$342.15 oz
"June 18, 1997",$342.05 oz,$341.60 oz
"June 19, 1997",$340.15 oz,$340.20 oz
"June 20, 1997",$339.55 oz,$338.20 oz
"June 23, 1997",$336.95 oz,$338.00 oz
"June 24, 1997",$338.65 oz,$338.35 oz
"June 25, 1997",$338.70 oz,$338.45 oz
"June 26, 1997",$337.90 oz,$336.95 oz
"June 27, 1997",$337.30 oz,$336.55 oz
"June 30, 1997",$334.05 oz,$334.55 oz
"July 1, 1997",$333.60 oz,$333.70 oz
"July 2, 1997",$331.45 oz,$332.15 oz
"July 3, 1997",$332.30 oz,$332.55 oz
"July 4, 1997",$325.20 oz,$324.45 oz
"July 7, 1997",$318.75 oz,$318.00 oz
"July 8, 1997",$317.60 oz,$320.80 oz
"July 9, 1997",$315.75 oz,$317.30 oz
"July 10, 1997",$319.65 oz,$319.80 oz
"July 11, 1997",$320.60 oz,$319.50 oz
"July 14, 1997",$321.35 oz,$321.70 oz
"July 15, 1997",$319.00 oz,$319.75 oz
"July 16, 1997",$319.50 oz,$319.50 oz
"July 17, 1997",$318.75 oz,$319.40 oz
"July 18, 1997",$323.45 oz,$324.20 oz
"July 21, 1997",$328.05 oz,$326.20 oz
"July 22, 1997",$326.00 oz,$328.25 oz
"July 23, 1997",$324.35 oz,$324.90 oz
"July 24, 1997",$321.80 oz,$321.95 oz
"July 25, 1997",$324.50 oz,$324.10 oz
"July 28, 1997",$325.40 oz,$325.75 oz
"July 29, 1997",$327.50 oz,$326.55 oz
"July 30, 1997",$326.40 oz,$327.55 oz
"July 31, 1997",$326.00 oz,$326.35 oz
"August 1, 1997",$325.30 oz,$324.10 oz
"August 4, 1997",$324.05 oz,$323.55 oz
"August 5, 1997",$323.35 oz,$321.10 oz
"August 6, 1997",$318.85 oz,$319.35 oz
"August 7, 1997",$318.95 oz,$321.00 oz
"August 8, 1997",$321.60 oz,$323.70 oz
"August 11, 1997",$326.20 oz,$327.70 oz
"August 12, 1997",$327.60 oz,$326.15 oz
"August 13, 1997",$328.60 oz,$326.20 oz
"August 14, 1997",$327.30 oz,$326.15 oz
"August 15, 1997",$323.50 oz,$324.65 oz
"August 18, 1997",$326.05 oz,$322.60 oz
"August 19, 1997",$322.10 oz,$323.45 oz
"August 20, 1997",$322.00 oz,$322.05 oz
"August 21, 1997",$321.90 oz,$323.00 oz
"August 22, 1997",$321.80 oz,$324.00 oz
"August 26, 1997",$325.40 oz,$325.50 oz
"August 27, 1997",$325.30 oz,$324.75 oz
"August 28, 1997",$324.70 oz,$325.85 oz
"August 29, 1997",$325.40 oz,$325.35 oz
"September 1, 1997",$324.40 oz,$324.50 oz
"September 2, 1997",$324.50 oz,$322.40 oz
"September 3, 1997",$322.00 oz,$321.70 oz
"September 4, 1997",$321.80 oz,$321.70 oz
"September 5, 1997",$321.60 oz,$321.25 oz
"September 8, 1997",$322.05 oz,$321.50 oz
"September 9, 1997",$321.00 oz,$321.70 oz
"September 10, 1997",$321.00 oz,$320.80 oz
"September 11, 1997",$321.05 oz,$321.65 oz
"September 12, 1997",$323.25 oz,$323.35 oz
"September 15, 1997",$323.15 oz,$322.30 oz
"September 16, 1997",$321.80 oz,$321.00 oz
"September 17, 1997",$319.95 oz,$320.45 oz
"September 18, 1997",$320.65 oz,$320.85 oz
"September 19, 1997",$321.15 oz,$322.05 oz
"September 22, 1997",$321.10 oz,$320.85 oz
"September 23, 1997",$320.70 oz,$320.90 oz
"September 24, 1997",$322.00 oz,$322.70 oz
"September 25, 1997",$323.15 oz,$324.60 oz
"September 26, 1997",$325.45 oz,$326.65 oz
"September 29, 1997",$327.05 oz,$327.10 oz
"September 30, 1997",$328.75 oz,$332.10 oz
"October 1, 1997",$336.80 oz,$337.15 oz
"October 2, 1997",$331.75 oz,$333.35 oz
"October 3, 1997",$331.10 oz,$331.70 oz
"October 6, 1997",$334.15 oz,$332.50 oz
"October 7, 1997",$331.50 oz,$331.95 oz
"October 8, 1997",$331.90 oz,$332.60 oz
"October 9, 1997",$333.75 oz,$333.40 oz
"October 10, 1997",$327.90 oz,$328.90 oz
"October 13, 1997",$328.80 oz,$328.20 oz
"October 14, 1997",$328.10 oz,$327.75 oz
"October 15, 1997",$325.60 oz,$326.50 oz
"October 16, 1997",$327.30 oz,$327.35 oz
"October 17, 1997",$324.20 oz,$324.30 oz
"October 20, 1997",$324.25 oz,$323.90 oz
"October 21, 1997",$323.00 oz,$323.30 oz
"October 22, 1997",$322.70 oz,$322.45 oz
"October 23, 1997",$323.30 oz,$324.30 oz
"October 24, 1997",$321.90 oz,$316.65 oz
"October 27, 1997",$311.80 oz,$311.80 oz
"October 28, 1997",$313.75 oz,$312.35 oz
"October 29, 1997",$313.70 oz,$313.50 oz
"October 30, 1997",$314.00 oz,$316.75 oz
"October 31, 1997",$310.40 oz,$311.40 oz
"November 3, 1997",$313.50 oz,$313.80 oz
"November 4, 1997",$313.30 oz,$315.35 oz
"November 5, 1997",$314.60 oz,$313.50 oz
"November 6, 1997",$312.25 oz,$312.05 oz
"November 7, 1997",$313.25 oz,$308.70 oz
"November 10, 1997",$309.70 oz,$310.75 oz
"November 11, 1997",$310.60 oz,$312.65 oz
"November 12, 1997",$310.10 oz,$308.15 oz
"November 13, 1997",$308.35 oz,$308.15 oz
"November 14, 1997",$304.50 oz,$301.75 oz
"November 17, 1997",$303.00 oz,$303.75 oz
"November 18, 1997",$303.65 oz,$304.10 oz
"November 19, 1997",$306.40 oz,$305.95 oz
"November 20, 1997",$303.05 oz,$302.70 oz
"November 21, 1997",$303.40 oz,$303.90 oz
"November 24, 1997",$305.50 oz,$305.00 oz
"November 25, 1997",$301.70 oz,$300.70 oz
"November 26, 1997",$297.00 oz,$297.00 oz
"November 27, 1997",$296.15 oz,$296.00 oz
"November 28, 1997",$296.90 oz,$296.80 oz
"December 1, 1997",$293.35 oz,$294.35 oz
"December 2, 1997",$293.50 oz,$295.10 oz
"December 3, 1997",$291.10 oz,$293.00 oz
"December 4, 1997",$289.85 oz,$289.35 oz
"December 5, 1997",$287.05 oz,$287.40 oz
"December 8, 1997",$288.10 oz,$287.50 oz
"December 9, 1997",$285.50 oz,$283.25 oz
"December 10, 1997",$285.05 oz,$286.30 oz
"December 11, 1997",$286.15 oz,$284.80 oz
"December 12, 1997",$283.05 oz,$283.00 oz
"December 15, 1997",$283.20 oz,$283.60 oz
"December 16, 1997",$283.25 oz,$285.50 oz
"December 17, 1997",$286.10 oz,$287.85 oz
"December 18, 1997",$287.05 oz,$290.00 oz
"December 19, 1997",$289.25 oz,$288.90 oz
"December 22, 1997",$290.45 oz,$290.45 oz
"December 23, 1997",$292.20 oz,$292.50 oz
"December 24, 1997",$296.10 oz,
"December 29, 1997",$293.90 oz,$293.05 oz
"December 30, 1997",$290.90 oz,$290.20 oz
"December 31, 1997",$289.20 oz,$369.25 oz
