Date,Gold Price Fix AM in US dollars per troy ounce,Gold Price Fix PM in US dollars per troy ounce
"March 19, 1992",$338.50 oz,$337.80 oz
"March 20, 1992",$337.60 oz,$338.80 oz
"March 23, 1992",$338.00 oz,$338.70 oz
"March 24, 1992",$337.75 oz,$338.40 oz
"March 25, 1992",$340.10 oz,$341.25 oz
"March 26, 1992",$340.75 oz,$340.40 oz
"March 27, 1992",$340.35 oz,$340.50 oz
"March 30, 1992",$342.75 oz,$343.30 oz
"March 31, 1992",$341.50 oz,$341.70 oz
"April 1, 1992",$343.75 oz,$344.00 oz
"April 2, 1992",$341.25 oz,$340.50 oz
"April 3, 1992",$340.25 oz,$340.60 oz
"April 6, 1992",$340.50 oz,$339.25 oz
"April 7, 1992",$338.50 oz,$338.75 oz
"April 8, 1992",$337.70 oz,$337.50 oz
"April 9, 1992",$338.40 oz,$338.45 oz
"April 10, 1992",$341.00 oz,$341.90 oz
"April 13, 1992",$342.00 oz,$340.80 oz
"April 14, 1992",$338.80 oz,$339.00 oz
"April 15, 1992",$339.60 oz,$338.95 oz
"April 16, 1992",$336.80 oz,$336.70 oz
"April 21, 1992",$338.20 oz,$338.30 oz
"April 22, 1992",$338.30 oz,$338.10 oz
"April 23, 1992",$338.60 oz,$338.50 oz
"April 24, 1992",$336.55 oz,$336.55 oz
"April 27, 1992",$336.50 oz,$335.70 oz
"April 28, 1992",$336.85 oz,$336.75 oz
"April 29, 1992",$334.75 oz,$335.70 oz
"April 30, 1992",$336.25 oz,$336.35 oz
"May 1, 1992",$337.10 oz,$337.50 oz
"May 5, 1992",$336.50 oz,$336.75 oz
"May 6, 1992",$336.75 oz,$336.70 oz
"May 7, 1992",$336.25 oz,$336.05 oz
"May 8, 1992",$334.85 oz,$336.90 oz
"May 11, 1992",$336.50 oz,$336.15 oz
"May 12, 1992",$334.90 oz,$335.25 oz
"May 13, 1992",$334.75 oz,$335.20 oz
"May 14, 1992",$336.50 oz,$336.90 oz
"May 15, 1992",$338.15 oz,$339.00 oz
"May 18, 1992",$339.20 oz,$338.90 oz
"May 19, 1992",$340.00 oz,$339.50 oz
"May 20, 1992",$337.45 oz,$336.95 oz
"May 21, 1992",$337.45 oz,$337.25 oz
"May 22, 1992",$337.20 oz,$337.70 oz
"May 26, 1992",$337.00 oz,$337.85 oz
"May 27, 1992",$338.45 oz,$338.60 oz
"May 28, 1992",$337.20 oz,$336.90 oz
"May 29, 1992",$337.55 oz,$337.50 oz
"June 1, 1992",$336.80 oz,$336.85 oz
"June 2, 1992",$337.75 oz,$339.00 oz
"June 3, 1992",$339.85 oz,$339.90 oz
"June 4, 1992",$338.65 oz,$338.40 oz
"June 5, 1992",$338.85 oz,$338.80 oz
"June 8, 1992",$338.50 oz,$338.70 oz
"June 9, 1992",$337.70 oz,$337.80 oz
"June 10, 1992",$337.85 oz,$337.65 oz
"June 11, 1992",$338.00 oz,$338.25 oz
"June 12, 1992",$340.25 oz,$339.60 oz
"June 15, 1992",$342.25 oz,$342.70 oz
"June 16, 1992",$342.15 oz,$342.35 oz
"June 17, 1992",$342.10 oz,$342.00 oz
"June 18, 1992",$340.90 oz,$341.25 oz
"June 19, 1992",$343.50 oz,$343.55 oz
"June 22, 1992",$341.60 oz,$342.50 oz
"June 23, 1992",$344.10 oz,$343.80 oz
"June 24, 1992",$344.00 oz,$342.30 oz
"June 25, 1992",$343.15 oz,$343.40 oz
"June 26, 1992",$343.35 oz,$343.50 oz
"June 29, 1992",$342.55 oz,$342.00 oz
"June 30, 1992",$343.40 oz,$343.40 oz
"July 1, 1992",$343.60 oz,$343.55 oz
"July 2, 1992",$344.65 oz,$347.10 oz
"July 3, 1992",$345.80 oz,$345.70 oz
"July 6, 1992",$346.20 oz,$346.60 oz
"July 7, 1992",$345.80 oz,$345.60 oz
"July 8, 1992",$347.70 oz,$347.50 oz
"July 9, 1992",$347.20 oz,$347.25 oz
"July 10, 1992",$348.75 oz,$348.70 oz
"July 13, 1992",$348.90 oz,$348.60 oz
"July 14, 1992",$350.40 oz,$349.30 oz
"July 15, 1992",$350.95 oz,$350.90 oz
"July 16, 1992",$353.15 oz,$353.00 oz
"July 17, 1992",$352.65 oz,$356.70 oz
"July 20, 1992",$358.80 oz,$359.30 oz
"July 21, 1992",$357.40 oz,$358.10 oz
"July 22, 1992",$357.10 oz,$358.75 oz
"July 23, 1992",$359.30 oz,$359.50 oz
"July 24, 1992",$357.90 oz,$357.60 oz
"July 27, 1992",$358.00 oz,$358.40 oz
"July 28, 1992",$359.25 oz,$359.60 oz
"July 29, 1992",$358.20 oz,$356.20 oz
"July 30, 1992",$356.75 oz,$356.75 oz
"July 31, 1992",$357.95 oz,$357.85 oz
"August 3, 1992",$357.30 oz,$354.05 oz
"August 4, 1992",$352.75 oz,$352.70 oz
"August 5, 1992",$352.90 oz,$350.75 oz
"August 6, 1992",$349.25 oz,$348.60 oz
"August 7, 1992",$349.85 oz,$349.90 oz
"August 10, 1992",$350.75 oz,$350.35 oz
"August 11, 1992",$348.50 oz,$348.15 oz
"August 12, 1992",$346.50 oz,$346.80 oz
"August 13, 1992",$339.25 oz,$337.30 oz
"August 14, 1992",$336.00 oz,$335.70 oz
"August 17, 1992",$337.50 oz,$337.40 oz
"August 18, 1992",$336.55 oz,$336.10 oz
"August 19, 1992",$338.60 oz,$338.00 oz
"August 20, 1992",$336.70 oz,$337.25 oz
"August 21, 1992",$337.35 oz,$336.90 oz
"August 24, 1992",$341.85 oz,$342.30 oz
"August 25, 1992",$340.85 oz,$341.40 oz
"August 26, 1992",$340.35 oz,$338.50 oz
"August 27, 1992",$338.75 oz,$339.00 oz
"August 28, 1992",$340.50 oz,$340.00 oz
"September 1, 1992",$342.65 oz,$341.70 oz
"September 2, 1992",$340.40 oz,$340.45 oz
"September 3, 1992",$339.05 oz,$338.85 oz
"September 4, 1992",$341.30 oz,$342.05 oz
"September 7, 1992",$343.25 oz,$343.00 oz
"September 8, 1992",$341.90 oz,$342.15 oz
"September 9, 1992",$343.10 oz,$343.30 oz
"September 10, 1992",$341.75 oz,$342.25 oz
"September 11, 1992",$341.05 oz,$340.00 oz
"September 14, 1992",$342.75 oz,$346.25 oz
"September 15, 1992",$346.20 oz,$345.90 oz
"September 16, 1992",$346.20 oz,$349.00 oz
"September 17, 1992",$350.75 oz,$348.40 oz
"September 18, 1992",$348.65 oz,$347.20 oz
"September 21, 1992",$348.25 oz,$349.10 oz
"September 22, 1992",$347.50 oz,$349.15 oz
"September 23, 1992",$348.90 oz,$348.25 oz
"September 24, 1992",$348.90 oz,$348.25 oz
"September 25, 1992",$348.35 oz,$349.70 oz
"September 28, 1992",$349.00 oz,$348.00 oz
"September 29, 1992",$347.70 oz,$347.50 oz
"September 30, 1992",$349.00 oz,$349.00 oz
"October 1, 1992",$347.60 oz,$348.55 oz
"October 2, 1992",$348.00 oz,$348.00 oz
"October 5, 1992",$348.75 oz,$349.50 oz
"October 6, 1992",$350.50 oz,$350.30 oz
"October 7, 1992",$349.50 oz,$350.15 oz
"October 8, 1992",$350.00 oz,$350.50 oz
"October 9, 1992",$349.80 oz,$350.10 oz
"October 12, 1992",$348.10 oz,$346.50 oz
"October 13, 1992",$343.45 oz,$343.75 oz
"October 14, 1992",$343.30 oz,$343.75 oz
"October 15, 1992",$341.75 oz,$341.85 oz
"October 16, 1992",$341.75 oz,$341.75 oz
"October 19, 1992",$342.25 oz,$342.60 oz
"October 20, 1992",$342.55 oz,$343.50 oz
"October 21, 1992",$343.50 oz,$343.75 oz
"October 22, 1992",$342.80 oz,$342.65 oz
"October 23, 1992",$343.60 oz,$342.50 oz
"October 26, 1992",$341.30 oz,$341.45 oz
"October 27, 1992",$339.10 oz,$338.25 oz
"October 28, 1992",$338.20 oz,$338.20 oz
"October 29, 1992",$339.50 oz,$339.50 oz
"October 30, 1992",$338.80 oz,$339.25 oz
"November 2, 1992",$339.30 oz,$339.50 oz
"November 3, 1992",$338.75 oz,$338.60 oz
"November 4, 1992",$336.90 oz,$337.80 oz
"November 5, 1992",$337.45 oz,$338.05 oz
"November 6, 1992",$336.70 oz,$337.10 oz
"November 9, 1992",$335.00 oz,$334.50 oz
"November 10, 1992",$330.20 oz,$330.35 oz
"November 11, 1992",$331.95 oz,$331.15 oz
"November 12, 1992",$333.20 oz,$333.10 oz
"November 13, 1992",$334.25 oz,$334.40 oz
"November 16, 1992",$336.00 oz,$335.40 oz
"November 17, 1992",$333.85 oz,$334.30 oz
"November 18, 1992",$335.40 oz,$335.10 oz
"November 19, 1992",$333.60 oz,$334.25 oz
"November 20, 1992",$335.55 oz,$336.10 oz
"November 23, 1992",$334.25 oz,$334.05 oz
"November 24, 1992",$333.95 oz,$334.30 oz
"November 25, 1992",$334.75 oz,$334.35 oz
"November 26, 1992",$334.65 oz,$334.70 oz
"November 27, 1992",$334.00 oz,$334.05 oz
"November 30, 1992",$333.70 oz,$334.20 oz
"December 1, 1992",$334.60 oz,$334.65 oz
"December 2, 1992",$335.10 oz,$335.65 oz
"December 3, 1992",$335.90 oz,$335.25 oz
"December 4, 1992",$335.90 oz,$335.60 oz
"December 7, 1992",$335.50 oz,$334.60 oz
"December 8, 1992",$335.25 oz,$335.25 oz
"December 9, 1992",$333.40 oz,$333.50 oz
"December 10, 1992",$333.90 oz,$333.70 oz
"December 11, 1992",$334.20 oz,$335.10 oz
"December 14, 1992",$335.30 oz,$335.20 oz
"December 15, 1992",$334.70 oz,$334.90 oz
"December 16, 1992",$334.90 oz,$337.30 oz
"December 17, 1992",$337.75 oz,$338.65 oz
"December 18, 1992",$337.15 oz,$337.00 oz
"December 21, 1992",$336.35 oz,$333.90 oz
"December 22, 1992",$334.35 oz,$332.60 oz
"December 23, 1992",$332.55 oz,$333.00 oz
"December 24, 1992",$332.90 oz,
"December 29, 1992",$332.90 oz,$332.50 oz
"December 30, 1992",$332.30 oz,$332.90 oz
"December 31, 1992",$332.90 oz,
