year,month,close
2014,1,1225.0
2014,2,1262.0
2014,3,1349.5
2014,4,1283.75
2014,5,1278.5
2014,6,1247.25
2014,7,1327.5
2014,8,1291.25
2014,9,1286.5
2014,10,1216.5
2014,11,1167.75
2014,12,1194.0
