year,month,close
1992,1,350.9
1992,2,356.4
1992,3,350.45
1992,4,344.0
1992,5,337.5
1992,6,336.85
1992,7,343.55
1992,8,354.05
1992,9,341.7
1992,10,348.55
1992,11,339.5
1992,12,334.65
