year,month,close
2015,1,1172.0
2015,2,1272.5
2015,3,1212.5
2015,4,1197.0
2015,5,1175.95
2015,6,1199.9
2015,7,1168.0
2015,8,1091.9
2015,9,1142.3
2015,10,1119.0
2015,11,1134.0
2015,12,1065.4
