year,month,close
2010,1,1121.5
2010,2,1086.5
2010,3,1114.0
2010,4,1123.5
2010,5,1185.0
2010,6,1227.75
2010,7,1234.0
2010,8,1188.5
2010,9,1246.5
2010,10,1316.25
2010,11,1354.5
2010,12,1385.5
