year,month,close
2005,1,427.75
2005,2,420.9
2005,3,433.45
2005,4,427.15
2005,5,427.9
2005,6,415.35
2005,7,432.6
2005,8,431.65
2005,9,439.6
2005,10,466.1
2005,11,459.5
2005,12,499.75
