year,month,close
1999,1,287.15
1999,2,286.9
1999,3,286.7
1999,4,280.55
1999,5,285.3
1999,6,266.85
1999,7,262.6
1999,8,255.35
1999,9,254.7
1999,10,307.5
1999,11,291.35
1999,12,289.15
