year,month,close
1998,1,288.0
1998,2,301.5
1998,3,298.35
1998,4,301.0
1998,5,306.9
1998,6,288.75
1998,7,296.8
1998,8,286.15
1998,9,279.0
1998,10,297.6
1998,11,292.7
1998,12,293.3
