year,month,close
2013,1,1693.75
2013,2,1669.0
2013,3,1582.25
2013,4,1583.5
2013,5,1454.75
2013,6,1402.5
2013,7,1242.75
2013,8,1315.0
2013,9,1392.25
2013,10,1290.75
2013,11,1306.75
2013,12,1229.5
