year,month,close
2017,1,1151.0
2017,2,1203.65
2017,3,1240.4
2017,4,1247.25
2017,5,1255.45
2017,6,1264.85
2017,7,1229.25
2017,8,1270.95
2017,9,1320.4
2017,10,1273.7
2017,11,1277.05
2017,12,1275.5
