year,month,close
2007,1,639.75
2007,2,660.2
2007,3,670.4
2007,4,658.25
2007,5,673.6
2007,6,666.5
2007,7,654.75
2007,8,665.75
2007,9,672.0
2007,10,742.5
2007,11,790.25
2007,12,784.25
