Date,Gold Price Fix AM in US dollars per troy ounce,Gold Price Fix PM in US dollars per troy ounce
"August 30, 2017","$1,310.60 oz","$1,308.50 oz"
"August 31, 2017","$1,305.80 oz","$1,311.75 oz"
"September 1, 2017","$1,318.40 oz","$1,320.40 oz"
"September 4, 2017","$1,334.60 oz","$1,333.10 oz"
"September 5, 2017","$1,331.15 oz","$1,335.55 oz"
"September 6, 2017","$1,340.15 oz","$1,337.85 oz"
"September 7, 2017","$1,340.45 oz","$1,343.50 oz"
"September 8, 2017","$1,350.90 oz","$1,346.25 oz"
"September 11, 2017","$1,338.75 oz","$1,334.20 oz"
"September 12, 2017","$1,326.25 oz","$1,326.50 oz"
"September 13, 2017","$1,332.25 oz","$1,327.55 oz"
"September 14, 2017","$1,323.00 oz","$1,324.55 oz"
"September 15, 2017","$1,325.00 oz","$1,322.85 oz"
"September 18, 2017","$1,314.40 oz","$1,312.10 oz"
"September 19, 2017","$1,308.45 oz","$1,309.60 oz"
"September 20, 2017","$1,314.90 oz","$1,311.30 oz"
"September 21, 2017","$1,297.35 oz","$1,292.10 oz"
"September 22, 2017","$1,297.00 oz","$1,294.80 oz"
"September 25, 2017","$1,295.50 oz","$1,293.30 oz"
"September 26, 2017","$1,306.90 oz","$1,300.05 oz"
"September 27, 2017","$1,291.30 oz","$1,282.55 oz"
"September 28, 2017","$1,284.30 oz","$1,283.35 oz"
"September 29, 2017","$1,286.95 oz","$1,283.10 oz"
"October 2, 2017","$1,273.10 oz","$1,273.70 oz"
"October 3, 2017","$1,270.70 oz","$1,271.25 oz"
"October 4, 2017","$1,275.55 oz","$1,274.25 oz"
"October 5, 2017","$1,278.40 oz","$1,274.50 oz"
"October 6, 2017","$1,268.20 oz","$1,261.80 oz"
"October 9, 2017","$1,282.15 oz","$1,278.75 oz"
"October 10, 2017","$1,289.60 oz","$1,291.40 oz"
"October 11, 2017","$1,290.20 oz","$1,289.25 oz"
"October 12, 2017","$1,294.45 oz","$1,290.25 oz"
"October 13, 2017","$1,293.90 oz","$1,299.60 oz"
"October 16, 2017","$1,305.15 oz","$1,303.30 oz"
"October 17, 2017","$1,289.70 oz","$1,284.75 oz"
"October 18, 2017","$1,280.65 oz","$1,280.20 oz"
"October 19, 2017","$1,283.40 oz","$1,286.40 oz"
"October 20, 2017","$1,280.25 oz","$1,281.20 oz"
"October 23, 2017","$1,275.25 oz","$1,274.90 oz"
"October 24, 2017","$1,278.30 oz","$1,276.45 oz"
"October 25, 2017","$1,273.00 oz","$1,275.00 oz"
"October 26, 2017","$1,278.00 oz","$1,273.75 oz"
"October 27, 2017","$1,267.80 oz","$1,266.45 oz"
"October 30, 2017","$1,272.75 oz","$1,272.00 oz"
"October 31, 2017","$1,274.40 oz","$1,270.15 oz"
"November 1, 2017","$1,279.25 oz","$1,277.05 oz"
"November 2, 2017","$1,276.40 oz","$1,279.20 oz"
"November 3, 2017","$1,275.30 oz","$1,267.20 oz"
"November 6, 2017","$1,271.60 oz","$1,270.90 oz"
"November 7, 2017","$1,276.35 oz","$1,275.60 oz"
"November 8, 2017","$1,282.25 oz","$1,284.00 oz"
"November 9, 2017","$1,284.00 oz","$1,284.80 oz"
"November 10, 2017","$1,284.45 oz","$1,284.30 oz"
"November 13, 2017","$1,278.40 oz","$1,277.95 oz"
"November 14, 2017","$1,273.70 oz","$1,274.60 oz"
"November 15, 2017","$1,285.70 oz","$1,282.20 oz"
"November 16, 2017","$1,277.70 oz","$1,280.00 oz"
"November 17, 2017","$1,283.85 oz","$1,284.35 oz"
"November 20, 2017","$1,292.35 oz","$1,286.20 oz"
"November 21, 2017","$1,280.00 oz","$1,283.30 oz"
"November 22, 2017","$1,283.95 oz","$1,286.95 oz"
"November 23, 2017","$1,290.15 oz","$1,290.35 oz"
"November 24, 2017","$1,289.15 oz","$1,290.50 oz"
"November 27, 2017","$1,294.70 oz","$1,294.90 oz"
"November 28, 2017","$1,293.90 oz","$1,291.85 oz"
"November 29, 2017","$1,294.85 oz","$1,283.85 oz"
"November 30, 2017","$1,282.15 oz","$1,280.20 oz"
"December 1, 2017","$1,277.25 oz","$1,275.50 oz"
"December 4, 2017","$1,279.10 oz","$1,273.45 oz"
"December 5, 2017","$1,275.90 oz","$1,266.30 oz"
"December 6, 2017","$1,268.55 oz","$1,263.70 oz"
"December 7, 2017","$1,256.80 oz","$1,255.00 oz"
"December 8, 2017","$1,245.85 oz","$1,250.65 oz"
"December 11, 2017","$1,251.40 oz","$1,247.15 oz"
"December 12, 2017","$1,243.40 oz","$1,240.90 oz"
"December 13, 2017","$1,241.60 oz","$1,242.65 oz"
"December 14, 2017","$1,255.60 oz","$1,251.00 oz"
"December 15, 2017","$1,257.25 oz","$1,254.60 oz"
"December 18, 2017","$1,258.65 oz","$1,260.60 oz"
"December 19, 2017","$1,263.10 oz","$1,260.35 oz"
"December 20, 2017","$1,265.95 oz","$1,264.55 oz"
"December 21, 2017","$1,265.85 oz","$1,264.55 oz"
"December 22, 2017","$1,268.05 oz",
"December 27, 2017","$1,285.40 oz","$1,279.40 oz"
"December 28, 2017","$1,291.60 oz","$1,291.00 oz"
"December 29, 2017","$1,296.50 oz","$1,145.90 oz"
