Date,Gold Price Fix AM in US dollars per troy ounce,Gold Price Fix PM in US dollars per troy ounce
"March 15, 2013","$1,593.25 oz","$1,595.50 oz"
"March 18, 2013","$1,599.50 oz","$1,603.75 oz"
"March 19, 2013","$1,602.50 oz","$1,610.75 oz"
"March 20, 2013","$1,611.50 oz","$1,607.50 oz"
"March 21, 2013","$1,608.75 oz","$1,613.75 oz"
"March 22, 2013","$1,611.50 oz","$1,607.75 oz"
"March 25, 2013","$1,602.25 oz","$1,599.25 oz"
"March 26, 2013","$1,597.25 oz","$1,598.00 oz"
"March 27, 2013","$1,591.00 oz","$1,603.00 oz"
"March 28, 2013","$1,602.50 oz","$1,598.25 oz"
"April 2, 2013","$1,597.75 oz","$1,583.50 oz"
"April 3, 2013","$1,568.50 oz","$1,574.75 oz"
"April 4, 2013","$1,545.25 oz","$1,546.50 oz"
"April 5, 2013","$1,552.75 oz","$1,568.00 oz"
"April 8, 2013","$1,577.25 oz","$1,575.00 oz"
"April 9, 2013","$1,572.50 oz","$1,577.25 oz"
"April 10, 2013","$1,581.50 oz","$1,575.00 oz"
"April 11, 2013","$1,555.75 oz","$1,565.00 oz"
"April 12, 2013","$1,548.00 oz","$1,535.50 oz"
"April 15, 2013","$1,416.00 oz","$1,395.00 oz"
"April 16, 2013","$1,378.00 oz","$1,380.00 oz"
"April 17, 2013","$1,379.00 oz","$1,392.00 oz"
"April 18, 2013","$1,397.00 oz","$1,393.75 oz"
"April 19, 2013","$1,414.00 oz","$1,405.50 oz"
"April 22, 2013","$1,425.00 oz","$1,424.50 oz"
"April 23, 2013","$1,417.25 oz","$1,408.00 oz"
"April 24, 2013","$1,424.50 oz","$1,428.50 oz"
"April 25, 2013","$1,446.50 oz","$1,451.00 oz"
"April 26, 2013","$1,462.25 oz","$1,471.50 oz"
"April 29, 2013","$1,472.50 oz","$1,467.50 oz"
"April 30, 2013","$1,472.75 oz","$1,469.00 oz"
"May 1, 2013","$1,469.50 oz","$1,454.75 oz"
"May 2, 2013","$1,456.00 oz","$1,469.25 oz"
"May 3, 2013","$1,476.50 oz","$1,469.25 oz"
"May 7, 2013","$1,463.00 oz","$1,444.25 oz"
"May 8, 2013","$1,454.00 oz","$1,468.00 oz"
"May 9, 2013","$1,469.50 oz","$1,465.50 oz"
"May 10, 2013","$1,449.25 oz","$1,426.50 oz"
"May 13, 2013","$1,429.75 oz","$1,430.75 oz"
"May 14, 2013","$1,436.50 oz","$1,433.75 oz"
"May 15, 2013","$1,412.25 oz","$1,410.00 oz"
"May 16, 2013","$1,377.00 oz","$1,381.00 oz"
"May 17, 2013","$1,376.75 oz","$1,368.75 oz"
"May 20, 2013","$1,353.75 oz","$1,354.75 oz"
"May 21, 2013","$1,378.75 oz","$1,360.75 oz"
"May 22, 2013","$1,385.25 oz","$1,408.50 oz"
"May 23, 2013","$1,386.00 oz","$1,380.50 oz"
"May 24, 2013","$1,385.25 oz","$1,390.25 oz"
"May 28, 2013","$1,379.00 oz","$1,376.50 oz"
"May 29, 2013","$1,384.50 oz","$1,382.50 oz"
"May 30, 2013","$1,406.25 oz","$1,413.50 oz"
"May 31, 2013","$1,410.25 oz","$1,394.50 oz"
"June 3, 2013","$1,396.75 oz","$1,402.50 oz"
"June 4, 2013","$1,405.25 oz","$1,399.50 oz"
"June 5, 2013","$1,396.50 oz","$1,404.00 oz"
"June 6, 2013","$1,399.50 oz","$1,400.00 oz"
"June 7, 2013","$1,410.00 oz","$1,386.00 oz"
"June 10, 2013","$1,376.75 oz","$1,383.25 oz"
"June 11, 2013","$1,369.50 oz","$1,374.25 oz"
"June 12, 2013","$1,377.25 oz","$1,382.75 oz"
"June 13, 2013","$1,386.25 oz","$1,385.00 oz"
"June 14, 2013","$1,379.75 oz","$1,391.25 oz"
"June 17, 2013","$1,386.00 oz","$1,384.75 oz"
"June 18, 2013","$1,378.50 oz","$1,366.75 oz"
"June 19, 2013","$1,366.00 oz","$1,372.75 oz"
"June 20, 2013","$1,303.25 oz","$1,292.50 oz"
"June 21, 2013","$1,290.25 oz","$1,295.25 oz"
"June 24, 2013","$1,283.25 oz","$1,286.75 oz"
"June 25, 2013","$1,285.00 oz","$1,279.00 oz"
"June 26, 2013","$1,229.00 oz","$1,236.25 oz"
"June 27, 2013","$1,232.00 oz","$1,232.75 oz"
"June 28, 2013","$1,203.25 oz","$1,192.00 oz"
"July 1, 2013","$1,243.50 oz","$1,242.75 oz"
"July 2, 2013","$1,260.75 oz","$1,252.50 oz"
"July 3, 2013","$1,246.00 oz","$1,250.00 oz"
"July 4, 2013","$1,249.50 oz","$1,251.75 oz"
"July 5, 2013","$1,232.75 oz","$1,212.75 oz"
"July 8, 2013","$1,225.50 oz","$1,235.25 oz"
"July 9, 2013","$1,252.00 oz","$1,255.50 oz"
"July 10, 2013","$1,252.25 oz","$1,256.00 oz"
"July 11, 2013","$1,280.75 oz","$1,285.00 oz"
"July 12, 2013","$1,275.00 oz","$1,279.75 oz"
"July 15, 2013","$1,281.25 oz","$1,284.75 oz"
"July 16, 2013","$1,286.00 oz","$1,291.50 oz"
"July 17, 2013","$1,284.25 oz","$1,297.25 oz"
"July 18, 2013","$1,279.75 oz","$1,283.25 oz"
"July 19, 2013","$1,286.00 oz","$1,295.75 oz"
"July 22, 2013","$1,313.75 oz","$1,327.00 oz"
"July 23, 2013","$1,326.75 oz","$1,333.50 oz"
"July 24, 2013","$1,340.00 oz","$1,335.00 oz"
"July 25, 2013","$1,312.00 oz","$1,326.00 oz"
"July 26, 2013","$1,327.75 oz","$1,331.00 oz"
"July 29, 2013","$1,330.75 oz","$1,329.75 oz"
"July 30, 2013","$1,322.25 oz","$1,324.15 oz"
"July 31, 2013","$1,331.50 oz","$1,314.50 oz"
"August 1, 2013","$1,323.75 oz","$1,315.00 oz"
"August 2, 2013","$1,285.75 oz","$1,309.25 oz"
"August 5, 2013","$1,311.00 oz","$1,304.75 oz"
"August 6, 2013","$1,292.00 oz","$1,280.50 oz"
"August 7, 2013","$1,275.50 oz","$1,282.50 oz"
"August 8, 2013","$1,287.75 oz","$1,298.25 oz"
"August 9, 2013","$1,305.50 oz","$1,309.00 oz"
"August 12, 2013","$1,325.75 oz","$1,341.00 oz"
"August 13, 2013","$1,334.00 oz","$1,328.50 oz"
"August 14, 2013","$1,323.25 oz","$1,326.50 oz"
"August 15, 2013","$1,339.50 oz","$1,329.75 oz"
"August 16, 2013","$1,360.75 oz","$1,369.25 oz"
"August 19, 2013","$1,375.25 oz","$1,365.00 oz"
"August 20, 2013","$1,365.75 oz","$1,372.50 oz"
"August 21, 2013","$1,360.00 oz","$1,363.00 oz"
"August 22, 2013","$1,370.50 oz","$1,375.50 oz"
"August 23, 2013","$1,374.50 oz","$1,377.50 oz"
"August 27, 2013","$1,411.00 oz","$1,419.25 oz"
"August 28, 2013","$1,425.50 oz","$1,419.50 oz"
"August 29, 2013","$1,406.25 oz","$1,407.75 oz"
"August 30, 2013","$1,392.75 oz","$1,394.75 oz"
"September 2, 2013","$1,391.25 oz","$1,392.25 oz"
"September 3, 2013","$1,391.25 oz","$1,399.50 oz"
"September 4, 2013","$1,403.75 oz","$1,390.00 oz"
"September 5, 2013","$1,391.75 oz","$1,385.00 oz"
"September 6, 2013","$1,368.25 oz","$1,387.00 oz"
"September 9, 2013","$1,386.00 oz","$1,390.00 oz"
"September 10, 2013","$1,373.00 oz","$1,358.25 oz"
"September 11, 2013","$1,365.25 oz","$1,363.75 oz"
"September 12, 2013","$1,340.25 oz","$1,328.00 oz"
"September 13, 2013","$1,308.25 oz","$1,318.50 oz"
"September 16, 2013","$1,314.75 oz","$1,324.00 oz"
"September 17, 2013","$1,317.25 oz","$1,312.25 oz"
"September 18, 2013","$1,299.75 oz","$1,301.00 oz"
"September 19, 2013","$1,363.50 oz","$1,365.50 oz"
"September 20, 2013","$1,355.25 oz","$1,349.25 oz"
"September 23, 2013","$1,321.75 oz","$1,323.00 oz"
"September 24, 2013","$1,316.50 oz","$1,314.25 oz"
"September 25, 2013","$1,320.25 oz","$1,322.75 oz"
"September 26, 2013","$1,332.50 oz","$1,333.00 oz"
"September 27, 2013","$1,321.50 oz","$1,341.00 oz"
"September 30, 2013","$1,335.75 oz","$1,326.50 oz"
"October 1, 2013","$1,332.25 oz","$1,290.75 oz"
"October 2, 2013","$1,293.75 oz","$1,306.25 oz"
"October 3, 2013","$1,309.00 oz","$1,316.00 oz"
"October 4, 2013","$1,316.00 oz","$1,309.75 oz"
"October 7, 2013","$1,311.00 oz","$1,323.50 oz"
"October 8, 2013","$1,321.00 oz","$1,329.50 oz"
"October 9, 2013","$1,309.50 oz","$1,304.00 oz"
"October 10, 2013","$1,298.00 oz","$1,298.50 oz"
"October 11, 2013","$1,285.75 oz","$1,265.50 oz"
"October 14, 2013","$1,276.00 oz","$1,285.50 oz"
"October 15, 2013","$1,255.50 oz","$1,270.50 oz"
"October 16, 2013","$1,278.25 oz","$1,273.50 oz"
"October 17, 2013","$1,308.50 oz","$1,319.25 oz"
"October 18, 2013","$1,317.00 oz","$1,316.50 oz"
"October 21, 2013","$1,316.00 oz","$1,317.50 oz"
"October 22, 2013","$1,311.75 oz","$1,333.00 oz"
"October 23, 2013","$1,333.00 oz","$1,331.25 oz"
"October 24, 2013","$1,336.25 oz","$1,344.75 oz"
"October 25, 2013","$1,341.75 oz","$1,347.75 oz"
"October 28, 2013","$1,351.00 oz","$1,361.00 oz"
"October 29, 2013","$1,346.75 oz","$1,349.25 oz"
"October 30, 2013","$1,349.50 oz","$1,354.75 oz"
"October 31, 2013","$1,333.75 oz","$1,324.00 oz"
"November 1, 2013","$1,314.75 oz","$1,306.75 oz"
"November 4, 2013","$1,314.25 oz","$1,320.50 oz"
"November 5, 2013","$1,311.25 oz","$1,307.25 oz"
"November 6, 2013","$1,317.00 oz","$1,319.00 oz"
"November 7, 2013","$1,316.00 oz","$1,307.25 oz"
"November 8, 2013","$1,309.00 oz","$1,285.50 oz"
"November 11, 2013","$1,283.75 oz","$1,282.50 oz"
"November 12, 2013","$1,281.00 oz","$1,281.25 oz"
"November 13, 2013","$1,276.00 oz","$1,272.50 oz"
"November 14, 2013","$1,283.25 oz","$1,286.00 oz"
"November 15, 2013","$1,281.75 oz","$1,287.25 oz"
"November 18, 2013","$1,283.50 oz","$1,283.50 oz"
"November 19, 2013","$1,272.25 oz","$1,275.75 oz"
"November 20, 2013","$1,271.50 oz","$1,257.00 oz"
"November 21, 2013","$1,248.50 oz","$1,240.00 oz"
"November 22, 2013","$1,241.75 oz","$1,246.25 oz"
"November 25, 2013","$1,231.75 oz","$1,243.00 oz"
"November 26, 2013","$1,250.75 oz","$1,247.50 oz"
"November 27, 2013","$1,250.75 oz","$1,245.00 oz"
"November 28, 2013","$1,241.75 oz","$1,245.50 oz"
"November 29, 2013","$1,245.25 oz","$1,253.00 oz"
"December 2, 2013","$1,237.50 oz","$1,229.50 oz"
"December 3, 2013","$1,219.00 oz","$1,217.25 oz"
"December 4, 2013","$1,213.00 oz","$1,227.50 oz"
"December 5, 2013","$1,234.00 oz","$1,222.50 oz"
"December 6, 2013","$1,230.75 oz","$1,233.00 oz"
"December 9, 2013","$1,228.50 oz","$1,237.00 oz"
"December 10, 2013","$1,245.75 oz","$1,266.25 oz"
"December 11, 2013","$1,255.25 oz","$1,260.75 oz"
"December 12, 2013","$1,243.50 oz","$1,225.25 oz"
"December 13, 2013","$1,222.75 oz","$1,232.00 oz"
"December 16, 2013","$1,229.50 oz","$1,234.75 oz"
"December 17, 2013","$1,237.25 oz","$1,231.75 oz"
"December 18, 2013","$1,233.25 oz","$1,230.50 oz"
"December 19, 2013","$1,205.25 oz","$1,196.00 oz"
"December 20, 2013","$1,195.00 oz","$1,195.25 oz"
"December 23, 2013","$1,192.75 oz","$1,199.00 oz"
"December 24, 2013","$1,196.50 oz",
"December 27, 2013","$1,209.25 oz","$1,214.50 oz"
"December 30, 2013","$1,201.50 oz","$1,204.50 oz"
"December 31, 2013","$1,201.50 oz",
