year,month,close
1995,1,380.9
1995,2,376.25
1995,3,375.7
1995,4,392.3
1995,5,387.2
1995,6,383.5
1995,7,384.5
1995,8,382.85
1995,9,381.5
1995,10,383.25
1995,11,381.95
1995,12,386.2
